公司名称,统一社会信用代码,注册地址,企业主表所属城市,高德返回格式化地址,高德返回省,高德返回市,高德返回区县,adcode,经度,纬度,level,高德状态,高德信息,返回条数
深圳能飞航空科技有限公司,91440300MAG1FJA63M,深圳市光明区凤凰街道塘尾社区公明东升路199号3栋207,深圳市,广东省深圳市光明区凤凰街道塘尾社区公明东升路188号,广东省,深圳市,光明区,440311,113.907377,22.755227,门牌号,1,OK,2
深圳市南飞低空科技有限公司,91440300MA5J3385X8,深圳市南山区招商街道水湾社区太子路5号新时代广场（二期）1号楼704,深圳市,广东省深圳市南山区招商街道水湾太子路5号新时代广场,广东省,深圳市,南山区,440305,113.913071,22.482333,兴趣点,1,OK,1
广东中资盛世投资控股集团有限公司,91440604MAK31Q678F,广州市越秀区先烈中路69号621房A16,广州市,广东省广州市越秀区先烈中路69号,广东省,广州市,越秀区,440104,113.293815,23.136038,门址,1,OK,3
嘉联和低空产业发展（广州）有限责任公司,91440115MAK3EGUM71,广州市南沙区南沙街环市大道中91号418房之四,广州市,广东省广州市南沙区环市大道中91号,广东省,广州市,南沙区,440115,113.537952,22.804154,门牌号,1,OK,5
深圳中新研科技发展有限公司,91440300MADG6AY287,深圳市福田区福保街道福保社区市花路21号 富林物流大楼七层778,深圳市,广东省深圳市福田区福保街道福保社区市花路21号,广东省,深圳市,福田区,440304,114.045115,22.506902,门址,1,OK,1
惠州市一键起飞低空经济发展有限公司,91441381MAETUH6QXJ,惠州市惠阳区淡水街道工业集团公司泗水用地小区规划25号7楼701,惠州市,广东省惠州市惠阳区淡水街道泗水,广东省,惠州市,惠阳区,441303,114.445858,22.804095,村庄,1,OK,1
深圳市圆梦航空教育科技有限公司,91440300MA5GR5T73K,深圳市南山区南头街道大汪山社区桃园路8号田厦国际中心B座2317（入驻深圳市可乐商务秘书有限公司）,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
中杉低空经济产业发展（广州）有限公司,91440106MAEGY71H7M,广州市天河区珠江西路17号1901房自编1901-E单元,广州市,广东省广州市天河区珠江西路17号,广东省,广州市,天河区,440106,113.323281,23.125179,门址,1,OK,3
深圳市天安泰低空运营管理中心（有限合伙）,91440300MADXCQDG0H,深圳市南山区粤海街道麻岭社区科技中三路5号国人大厦B栋411-A13,深圳市,广东省深圳市南山区粤海街道麻岭社区科技中三路5号,广东省,深圳市,南山区,440305,113.941106,22.543463,门址,1,OK,2
次元短剧（广东）科技有限公司,91440104MAELN5780R,广州市越秀区永福路3号3栋6楼605房（集群注册）,广州市,广东省广州市越秀区永福路3号,广东省,广州市,越秀区,440104,113.301132,23.143717,门址,1,OK,2
中深空能科技（深圳）有限公司,91440300MAE8LJ030W,深圳市福田区莲花街道福新社区江苏大厦A座17层1701,深圳市,广东省深圳市福田区莲花街道福新社区江苏大厦a座,广东省,深圳市,福田区,440304,114.055480,22.546224,门址,1,OK,1
低空创富投资（深圳）合伙企业（有限合伙）,91440300MAD04MH35U,深圳市福田区莲花街道紫荆社区新闻路1号中电信息大厦西座816,深圳市,广东省深圳市福田区莲花街道紫荆福山社区新闻路1号中电信息大厦西座,广东省,深圳市,福田区,440304,114.047670,22.541371,兴趣点,1,OK,1
低空创新投资（深圳）合伙企业（有限合伙）,91440300MACYR3PT11,深圳市福田区莲花街道紫荆社区新闻路1号中电信息大厦西座816,深圳市,广东省深圳市福田区莲花街道紫荆福山社区新闻路1号中电信息大厦西座,广东省,深圳市,福田区,440304,114.047670,22.541371,兴趣点,1,OK,1
东莞市星空之王低空经济发展有限公司,91441900MAEKJLJ610,广东省东莞市东城街道龙石路20号102室,东莞市,广东省东莞市东城街道龙石路b20号,广东省,东莞市,,441900,113.796925,23.075051,门址,1,OK,1
广东亿航低空产业投资有限公司,91440300MAK50FKJ12,深圳市宝安区西乡街道蚝业社区大铲湾蓝色未来科技园二期9栋5层,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广州尚品自动化设备有限公司,91441283MA54LGH22G,广州市南沙区金岭南路412号自编二栋350-351房B1294,广州市,广东省广州市南沙区金岭南路412号,广东省,广州市,南沙区,440115,113.559072,22.762265,门址,1,OK,1
深圳深湾名流飞行俱乐部有限公司,91440300MA5HJ5GD7R,深圳市坪山区坑梓街道秀新社区宝梓北路75号305,深圳市,广东省深圳市坪山区坑梓街道秀新社区宝梓北路75号,广东省,深圳市,坪山区,440310,114.383162,22.745369,门牌号,1,OK,2
深圳市六景企业管理有限公司,91440300MACLJ3XJ57,深圳市龙岗区平湖街道凤凰社区凤凰大道锦冠华庭1号楼DS-02,深圳市,广东省深圳市龙岗区平湖街道社区街道凤凰大道九号院馆1号楼,广东省,深圳市,龙岗区,440307,114.138936,22.699151,门址,1,OK,5
深圳市旭瑞科技投资合伙企业（有限合伙）,91440300MAE3FPNX18,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳金鲲奥维科技有限公司,91440300MAEW46261F,深圳市龙岗区龙岗街道南联社区银株路31号4栋321,深圳市,广东省深圳市龙岗区龙岗街道南联社区街道银株路31号,广东省,深圳市,龙岗区,440307,114.260535,22.712097,门址,1,OK,1
深圳市知途行旅低空经济有限责任公司,91440300MAEWKDPT25,深圳市盐田区盐田街道东海社区明珠道15号盐田综合保税区海格云链大楼1号楼3022,深圳市,广东省深圳市盐田区盐田街道明珠道15号深圳盐田综合保税区(北1门)海格云链大楼(2号门),广东省,深圳市,盐田区,440308,114.265255,22.581582,兴趣点,1,OK,1
泽一天和健康管理（深圳）有限责任公司,91440300MAEH1UKE7Y,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼101,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
中华龙航空（武汉）有限公司深圳低空经济分公司,91440300MAEGXEMW71,深圳市龙岗区宝龙街道宝龙社区南同大道28号贝斯达医疗器械大厦1栋A号厂房1A2101,深圳市,广东省深圳市龙岗区宝龙街道宝龙社区南同大道28号贝斯达医疗器械大厦,广东省,深圳市,龙岗区,440307,114.290974,22.695320,兴趣点,1,OK,1
深圳市创鹏众创空间有限公司,91440300MAEF0TDK1B,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
中交低空经济（广东）有限公司深圳分公司,91440300MAK2JM8MXC,深圳市宝安区沙井街道沙四社区飞扬路88号沙三购物广场215,深圳市,广东省深圳市宝安区沙井街道沙四社区飞扬路88号沙三购物广场,广东省,深圳市,宝安区,440306,113.807794,22.746996,兴趣点,1,OK,1
深圳市泽善生命健康管理有限公司,91440300MAE9W3RN3U,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼101,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
唐基企业管理咨询（深圳）有限公司,91440300MA5EQ1UN2U,深圳市龙岗区坂田街道五和大道南3号富奇创意大厦301-303室,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳市金鲲天合数智科技有限公司,91440300MAK3Q0C63C,深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋AB座239-4,深圳市,广东省深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋A座,广东省,深圳市,南山区,440305,113.919219,22.493348,门址,1,OK,1
深圳年夕企业管理中心（有限合伙）,91440300MA5GP5342B,深圳市罗湖区东晓街道绿景社区布吉路富基帕克大厦415-C008,深圳市,广东省深圳市罗湖区东湖街道绿景社区C008(东大布料辅料窗帘城),广东省,深圳市,罗湖区,440303,114.122636,22.550674,兴趣点,1,OK,6
鹏疆鹏有（深圳）投资合伙企业（有限合伙）,91440300MAEEDTD40T,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
空港数字经济高新产业孵化器（广州）有限公司,91440101MA9ULD0K4U,广州市黄埔区香雪八路98号F栋1205房（仅限办公）,广州市,广东省广州市黄埔区香雪八路98号f栋,广东省,广州市,黄埔区,440112,113.499383,23.177677,小巷,1,OK,3
福气航空管理（深圳）企业（有限合伙）,91440300MAERJ1JC24,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈A座HA021,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
天义智能航空科技（深圳）有限公司,91440300MAEXCMPT4H,深圳市南山区粤海街道麻岭社区麻雀岭工业区中钢大厦M-7栋东座205-11,深圳市,广东省深圳市南山区粤海街道麻岭社区麻雀岭中钢大厦m7栋,广东省,深圳市,南山区,440305,113.940071,22.541480,门址,1,OK,2
星耀空科低空科技（深圳）有限公司,91440300MAEB3T1B45,深圳市龙华区龙华街道松和社区东环一路108号油松科技大厦B1342,深圳市,广东省深圳市龙华区龙华街道松和社区东环一路108号油松科技大厦b1342号,广东省,深圳市,龙华区,440309,114.040088,22.645408,门址,1,OK,1
深圳玖禾嘉谊投资有限公司,91530100MA6MYF7A0U,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳市湘裕数字低空科技发展有限公司,91440300MAEW20NB94,深圳市宝安区西乡街道蚝业社区大铲湾蓝色未来科技园二期9栋4层,深圳市,广东省深圳市宝安区西乡宝安街道蚝业社区大铲湾蓝色未来科技园(公交站),广东省,深圳市,宝安区,440306,113.860380,22.553109,公交地铁站点,1,OK,1
广东横琴盛达云翼低空经济产业发展有限公司,91440003MAERM9RF68,珠海市横琴港澳大道868号市民服务中心2号楼政务服务中心114室-2431（集中办公区）,珠海市,广东省珠海市香洲区横琴镇珠海市民服务中心2号楼,广东省,珠海市,香洲区,440402,113.546140,22.279861,兴趣点,1,OK,1
鹏城未来低空管理（深圳）有限公司,91440300MAEQPAM85F,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈数码广场HA210,深圳市,广东省深圳市福田区华强北街道荔村社区华强北道2030曼哈,广东省,深圳市,福田区,440304,114.087038,22.546274,门址,1,OK,1
我们的未来（深圳）科技有限公司,91440300MAEU5JYJ0K,深圳市宝安区西乡街道蚝业社区大铲湾蓝色未来科技园二期9栋208,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳众乐乐数字化低空飞行研学科技有限公司,91440300MAEAXLU779,深圳市盐田区梅沙街道东海岸社区闲云路38号深圳东部华侨城茶溪谷38附127号,深圳市,广东省深圳市盐田区梅沙街道东海岸社区闲云路东部华侨城(西门),广东省,深圳市,盐田区,440308,114.304233,22.603716,兴趣点,1,OK,2
深圳市索阳控股集团有限公司,91440300MA5FQJQH8M,深圳市宝安区西乡街道臣田社区宝田二路6号雍华源A栋商务楼2201-2202,深圳市,广东省深圳市宝安区西乡宝安街道臣田社区宝田二路雍华源,广东省,深圳市,宝安区,440306,113.873550,22.597033,住宅区,1,OK,2
空天地宇（深圳）科技有限公司,91440300MAG0BB065Y,深圳市宝安区西乡街道蚝业社区大铲湾蓝色未来科技园二期9栋4层,深圳市,广东省深圳市宝安区西乡宝安街道蚝业社区大铲湾蓝色未来科技园(公交站),广东省,深圳市,宝安区,440306,113.860380,22.553109,公交地铁站点,1,OK,1
华南领航低空产业投资（深圳）有限公司,91440300MAEQPT861T,深圳市福田区福保街道福保社区市花路14号盈福高科技厂房七层B厂房702C,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东省中遥飞航数智供应链有限公司,91440111MAE478Y379,广州市白云区三元里街齐心路66号中国南方航空大厦裙楼四楼808-A39室,广州市,广东省广州市白云区三元里大道齐心路66号中国南方航空大厦裙楼,广东省,广州市,白云区,440111,113.270471,23.180270,未知,1,OK,1
悟界智能科技（深圳）有限公司,91440300MA5G4BBK6W,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈数码广场HA213,深圳市,广东省深圳市福田区华强北街道荔村社区华强北道2030曼哈,广东省,深圳市,福田区,440304,114.087038,22.546274,门址,1,OK,1
中传低空经济产业发展（珠海）有限公司,91440400MA4WND7334,珠海市横琴新区宝华路6号105室-31539（集中办公区）,珠海市,广东省珠海市香洲区横琴宝华路6号105室,广东省,珠海市,香洲区,440402,113.548267,22.113246,小巷,1,OK,2
深圳反重力科技有限公司,91440300MADP59769Y,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳市绿坊酒店管理有限公司,91440300MA5DCWM78G,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201（一照多址企业）,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广州黄埔开投低空经济产业投资基金合伙企业（有限合伙）,91440112MAE0EG1A0A,广州市黄埔区科学大道48号3101房,广州市,广东省广州市黄埔区科学大道48号,广东省,广州市,黄埔区,440112,113.429173,23.164528,门址,1,OK,1
深圳市中科经纬低空科技有限公司,91440300MAEN43HT9W,深圳市龙岗区坂田街道岗头社区天安云谷产业园一期3栋ABCD座C1702,深圳市,广东省深圳市龙岗区坂田街道岗头社区天安云谷,广东省,深圳市,龙岗区,440307,114.068998,22.660029,住宅区,1,OK,2
玖禾（广东）教育科技发展有限公司,91441900MA51B0103J,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
新山港城建工程（深圳）有限公司,91440300MADWY61N6W,深圳市坪山区碧岭街道碧岭社区碧岭新沙路91-3,深圳市,广东省深圳市坪山区碧岭坪山区街道碧岭社区碧岭新沙路,广东省,深圳市,坪山区,440310,114.280381,22.663159,道路,1,OK,1
广东国都智能科技有限公司,91440106MADT3YD25W,广州市天河区黄埔大道西120号2101室（部位：自编AB）,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
佛山康晋云充技术有限公司,91440606MAEE1K5QXJ,广东省佛山市顺德区乐从镇琴湖社区创富四路2号1号楼2层,佛山市,广东省佛山市顺德区乐从镇创富四路,广东省,佛山市,顺德区,440606,113.097791,22.907177,道路,1,OK,9
合纵凯达电力科技（深圳）有限公司,91440300311928869Q,深圳市宝安区松岗街道潭头社区芙蓉路9号二期7号厂房401,深圳市,广东省深圳市宝安区松岗街道潭头社区芙蓉路9号,广东省,深圳市,宝安区,440306,113.861781,22.742376,门址,1,OK,2
深圳市嘉泊智慧城市运营管理有限公司,914403003267123581,深圳市宝安区西乡街道桃源社区桃源居十二区7栋802,深圳市,广东省深圳市宝安区西乡宝安街道桃源社区桃源居,广东省,深圳市,宝安区,440306,113.864162,22.615899,住宅区,1,OK,3
广东速腾物流有限公司,91440300085992060F,深圳市龙岗区吉华街道甘坑社区臻翰工业城飞达帽业有限公司仓库整套,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳市智医库科技合伙企业（有限合伙）,91440300MAE3XWP363,深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦401,深圳市,广东省深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦,广东省,深圳市,南山区,440305,113.941782,22.527822,兴趣点,1,OK,1
珠海天晴航空航天科技有限公司,91440400MA4UQCBU13,珠海市金湾区红旗镇珠海大道6898号3#厂房1层102室,珠海市,广东省珠海市金湾区红旗镇珠海大道6898号,广东省,珠海市,金湾区,440404,113.324510,22.112447,门址,1,OK,3
珠海市低空产业投资运营有限公司,91440400082564730K,珠海市金湾区三灶镇金海中路777号47栋办公楼,珠海市,广东省珠海市金湾区三灶镇,广东省,珠海市,金湾区,440404,113.363400,22.054270,乡镇,1,OK,1
海工（珠海）重工有限公司,91440400MA4ULBA182,中国广东省珠海市高栏港经济区平港路99号,珠海市,广东省珠海市香洲区高栏港经济区,广东省,珠海市,香洲区,440402,113.574932,22.244963,住宅区,1,OK,2
深圳蜂巢互联科技有限公司,91440300MA5FLFKW4K,深圳市龙岗区坂田街道岗头社区天安云谷产业园二期4栋4002,深圳市,广东省深圳市龙岗区坂田街道岗头社区天安云谷,广东省,深圳市,龙岗区,440307,114.068998,22.660029,住宅区,1,OK,1
深圳市元渔夫海洋生物科技有限公司,91440300MAEE7N1370,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳市天泰智能低空经济发展有限公司,91440300MAEA71K260,深圳市福田区福田街道福安社区益田路4068号卓越时代广场大厦4106,深圳市,广东省深圳市福田区福田街道福安社区益田路4068卓越,广东省,深圳市,福田区,440304,114.056953,22.534195,门址,1,OK,1
广东新禾智慧数字科技有限公司,914401065937484197,广州市黄埔区科学大道237号401,广州市,广东省广州市黄埔区科学大道237号,广东省,广州市,黄埔区,440112,113.456988,23.172135,门址,1,OK,2
深圳书宁云翎科技（集团）有限公司,91440300MAEF8TYN33,深圳市南山区粤海街道科技园社区科发路2号30区3栋二楼216D,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
腾宇达低空产业发展（深圳）有限公司,91440300051525288U,深圳市福田区南园街道南园路68号上步大厦9k,深圳市,广东省深圳市福田区南园街道南园路68号上步大厦9K,广东省,深圳市,福田区,440304,114.095650,22.539212,门址,1,OK,1
深圳市资智通文化科技有限公司,91440300063889652E,深圳市南山区粤海街道海珠社区海德三道15号海岸大厦东座913,深圳市,广东省深圳市南山区粤海街道海德三道15号海岸大厦东座,广东省,深圳市,南山区,440305,113.937754,22.518111,未知,1,OK,1
玖禾（广东）孵化器有限公司,91440101MA5CLHEG82,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
万基泰科工集团（深圳）有限公司,91440300MA5F4JEA4E,深圳市前海深港合作区南山街道梦海大道5109号前海卓越金融中心三期1号楼5401-40A,深圳市,广东省深圳市南山区前海南山街道梦海大道5109号卓越·前海壹号,广东省,深圳市,南山区,440305,113.899648,22.529287,兴趣点,1,OK,2
深圳旷世天鹭低空科技产业管理有限公司,91440300MAE9L9KN5D,深圳市龙岗区坂田街道岗头社区新围仔五和大道4004号名筑大厦六层615,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
中恒（深圳）低空产业投资发展有限公司,91440300MAEDD1RXXB,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋4层C16,深圳市,广东省深圳市福田区华强北街道荔村社区华强北路2030号,广东省,深圳市,福田区,440304,114.085654,22.548192,门牌号,1,OK,2
玖禾（深圳）生态农业科技有限公司,91440300MA5ERQBY5G,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
中飞智能低空产业基地发展（深圳）有限公司,91440300MAET455KX8,深圳市盐田区沙头角街道田心社区沙盐路3018号盐田现代产业服务中心(一期)A座30A,深圳市,广东省深圳市盐田区沙头角街道田心桥东社区沙盐路3018号盐田现代产业服务中心,广东省,深圳市,盐田区,440308,114.232031,22.552040,兴趣点,1,OK,1
御风未来飞行科技（广东）有限公司,91440400MA56ABA18L,中山市坦洲镇晓阳路7号之一F小栋一楼101卡,中山市,广东省中山市坦洲镇晓阳路7号,广东省,中山市,,442000,113.474704,22.258445,门址,1,OK,1
中科科创（深圳）投资集团有限公司,91440300MA5G4UNT8C,深圳市前海深港合作区南山街道梦海大道5109号前海卓越金融中心（一期）8号楼2907,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东数智低空产业研究有限公司,91440115MAE82TDF5E,广州市黄埔区荔红一路6号1栋（自编5A栋）9楼901号,广州市,广东省广州市黄埔区荔红一路6号,广东省,广州市,黄埔区,440112,113.504636,23.166508,门牌号,1,OK,1
大豫鸿运低空经济产业（深圳）有限公司,91440300MAE83H4WXC,深圳市福田区莲花街道紫荆社区新闻路1号中电信息大厦西座816,深圳市,广东省深圳市福田区莲花街道紫荆福山社区新闻路1号中电信息大厦西座,广东省,深圳市,福田区,440304,114.047670,22.541371,兴趣点,1,OK,1
深圳市未来之星低空经济发展有限公司,91440300MAEX9MMYXG,深圳市深汕特别合作区鲘门镇深汕湾科技园5栋1502,深圳市,广东省深圳市福田区深汕特别合作区,广东省,深圳市,福田区,440304,114.005141,22.534293,住宅区,1,OK,1
宇邦安国际防务科技（深圳）有限公司,91440300MA5F0D355T,深圳市南山区西丽街道松坪山社区高新北六道38号瑞声科技楼(绿创云谷)606室,深圳市,广东省深圳市南山区西丽街道松坪山高新北六道38号,广东省,深圳市,南山区,440305,113.940097,22.554398,门址,1,OK,2
深圳市昱熙基金管理有限公司,91440300MA5D8NQ42H,深圳市前海深港合作区南山街道兴海大道3046号香江金融大厦1401-03C,深圳市,广东省深圳市南山区前海深港合作区兴海大道2022号,广东省,深圳市,南山区,440305,113.890434,22.493869,门牌号,1,OK,3
广东鹏霄国际航空技术有限公司,91440300MA5EC47Q25,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
宇景低空（雷州）智能科技有限公司,91440882MAE2YKQR0K,湛江市雷州市沈塘镇广东雷州经济开发区开源大道1号企业服务中心416号房,湛江市,广东省湛江市雷州市沈塘镇雷州街道,广东省,湛江市,雷州市,440882,110.094978,20.910210,乡镇,1,OK,1
中亚天空（深圳）科技有限公司,91440300MA5EW8TA18,深圳市龙华区民治街道龙塘北三巷10号1301,深圳市,广东省深圳市龙华区民治街道龙塘,广东省,深圳市,龙华区,440309,114.014511,22.630585,住宅区,1,OK,1
广东宇景低空智能科技有限公司,91440882MAE32TBH4A,广东雷州经济开发区开源大道1号企业服务中心417号,湛江市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东中原智付储能技术有限公司,91441900314837663N,广东省东莞市寮步镇香市路362号1栋303房,东莞市,广东省东莞市寮步镇香市路362号,广东省,东莞市,,441900,113.891809,22.978481,门牌号,1,OK,1
星球物联网科技（深圳）有限公司,91440300MA5G40336F,深圳市龙岗区龙岗街道平南社区九州家园6栋梅园路85、87号,深圳市,广东省深圳市龙岗区龙岗街道平南社区九州家园梅园路85号,广东省,深圳市,龙岗区,440307,114.262912,22.730047,门址,1,OK,1
深圳玖禾阳光投资有限公司,91110111MA005D7X4B,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
广州空天通讯技术服务有限公司,91440116MA59A97X8G,广州市越秀区沿江中路298号中区32楼自编02B（一址多照）（仅限办公）,广州市,广东省广州市越秀区沿江中路298号中区,广东省,广州市,越秀区,440104,113.277202,23.115051,小巷,1,OK,2
深圳市盛空科技有限公司,91440300MA5DJ6TK6J,深圳市南山区西丽街道新围社区官龙村150号六层,深圳市,广东省深圳市南山区西丽街道新围官龙村,广东省,深圳市,南山区,440305,113.946771,22.587641,村庄,1,OK,5
深圳前海燚顺低空经济产业创新中心有限公司,91440300MAEQ9775X5,深圳市前海深港合作区南山街道怡海大道2041号招商局前海经贸中心二期A座-111H24,深圳市,广东省深圳市南山区前海深港合作区南山街道南水村B15栋,广东省,深圳市,南山区,440305,113.924164,22.488255,兴趣点,1,OK,5
深圳市翼巡低空科技有限公司,91440300MA5DHAUB9E,深圳市南山区粤海街道粤桂社区白石路3818号阳光粤海花园二期3栋913,深圳市,广东省深圳市南山区粤海街道粤桂社区白石路3818号阳光粤海(3号门),广东省,深圳市,南山区,440305,113.940686,22.532130,兴趣点,1,OK,4
广东低空科技发展有限公司,91441802MADTX2Y5XG,清远市清城区东城街道附城大道78号盈链数字经济产业园10号楼,清远市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳市微联星智科技有限公司,91440300MA5DR8F96E,深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦2407,深圳市,广东省深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦,广东省,深圳市,南山区,440305,113.941782,22.527822,兴趣点,1,OK,1
深圳市神行低空出行有限公司,91440300MAE7EU0U2U,深圳市南山区粤海街道高新区社区高新南七道07号国信投资大厦1804,深圳市,广东省深圳市南山区粤海街道高新区社区高新南七道07号国信投资大厦,广东省,深圳市,南山区,440305,113.953124,22.533528,兴趣点,1,OK,1
广州市海珠低空经济产业发展有限公司,91440105MAEHMM50XJ,广州市海珠区海诚西街7号四层自编403房（仅限办公）,广州市,广东省广州市海珠区海诚西街7号,广东省,广州市,海珠区,440105,113.397627,23.095833,门牌号,1,OK,1
广东中天建设科技有限公司,91441900MA54G8WX2Y,广东省东莞市南城街道新基路7号1栋210室,东莞市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳飞飞低空智能科技有限公司,91440300MAK1H2DH4K,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈数码广场HA0215,深圳市,广东省深圳市福田区华强北街道荔村社区华强北道2030曼哈,广东省,深圳市,福田区,440304,114.087038,22.546274,门址,1,OK,1
深圳市皓宇低空科技有限公司,91440300MADKPDL559,深圳市福田区梅林街道梅都社区中康路126号卓越梅林中心广场（南区）A2603A,深圳市,广东省深圳市福田区梅林街道梅都社区居委会中康路卓越梅林中心广场,广东省,深圳市,福田区,440304,114.059996,22.569413,兴趣点,1,OK,1
广东精维航空飞机维修有限公司,91440605MAE7PY5H9N,佛山市南海区狮山镇罗村联和大道45号26座厂房之六（住所申报）,佛山市,广东省佛山市南海区狮山镇罗村联和大道住所申报,广东省,佛山市,南海区,440605,113.095075,23.062075,兴趣点,1,OK,1
广东惠州市广晟翔龙低空经济发展有限公司,91441302MAEQGWKU3N,惠州市惠城区小金口街道黄塘西路3号卓超智慧谷科技大厦1号楼17层1702,惠州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳华跃云鹏科技有限公司,91440300MA5FG2FK1D,深圳市宝安区西乡街道富华社区西乡大道正泰商业大厦3层,深圳市,广东省深圳市宝安区西乡宝安街道富华社区西乡大道正泰商业大厦3层,广东省,深圳市,宝安区,440306,113.890094,22.589719,门址,1,OK,1
深圳市喜悦智慧数据有限公司,91440300319512147W,深圳市龙华区民治街道大岭社区红山六九七九二期9栋702（26座7层702室）,深圳市,广东省深圳市龙华区民治街道大岭社区居委会红山六九七九二期,广东省,深圳市,龙华区,440309,114.025367,22.621653,住宅区,1,OK,1
清远旅云飞低空经济技术发展有限公司,91441802MADWFRHQ62,清远市清城区东城街道凤翔北路200号清远互联网+创新产业园启动区-2号楼1楼101室,清远市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
