统一社会信用代码,企业标准名,原始名称,名称类型
91440300311928869Q,合纵凯达电力科技(深圳)有限公司,深圳市合纵凯达科技有限公司,曾用名
914403003267123581,深圳市嘉泊智慧城市运营管理有限公司,深圳市嘉泊智慧城市运营管理有限公司,标准名
914403003267123581,深圳市嘉泊智慧城市运营管理有限公司,嘉泊智慧城市运营管理,简称
91440300085992060F,广东速腾物流有限公司,广东速腾物流有限公司,标准名
91440300085992060F,广东速腾物流有限公司,速腾物流,简称
91440300MAE3XWP363,深圳市智医库科技合伙企业(有限合伙),深圳市智医库科技合伙企业(有限合伙),标准名
91440300MAE3XWP363,深圳市智医库科技合伙企业(有限合伙),智医库科技合伙企业(有限合伙,简称
91440400MA4UQCBU13,珠海天晴航空航天科技有限公司,珠海天晴航空航天科技有限公司,标准名
91440400MA4UQCBU13,珠海天晴航空航天科技有限公司,天晴航空航天科技,简称
91440400082564730K,珠海市低空产业投资运营有限公司,珠海市低空产业投资运营有限公司,标准名
91440400082564730K,珠海市低空产业投资运营有限公司,低空产业投资运营,简称
91440400082564730K,珠海市低空产业投资运营有限公司,珠海航空城通航飞行服务有限公司,曾用名
91440400MA4ULBA182,海工(珠海)重工有限公司,海工(珠海)重工有限公司,标准名
91440400MA4ULBA182,海工(珠海)重工有限公司,海工(珠海)重工,简称
91440400MA4ULBA182,海工(珠海)重工有限公司,中海福陆重工有限公司,曾用名
91440300MA5FLFKW4K,深圳蜂巢互联科技有限公司,深圳蜂巢互联科技有限公司,标准名
91440300MA5FLFKW4K,深圳蜂巢互联科技有限公司,蜂巢互联科技,简称
91440300MAEE7N1370,深圳市元渔夫海洋生物科技有限公司,深圳市元渔夫海洋生物科技有限公司,标准名
91440300MAEE7N1370,深圳市元渔夫海洋生物科技有限公司,元渔夫海洋生物科技,简称
91440300MAEA71K260,深圳市天泰智能低空经济发展有限公司,深圳市天泰智能低空经济发展有限公司,标准名
91440300MAEA71K260,深圳市天泰智能低空经济发展有限公司,天泰智能低空经济发展,简称
914401065937484197,广东新禾智慧数字科技有限公司,广东新禾智慧数字科技有限公司,标准名
914401065937484197,广东新禾智慧数字科技有限公司,新禾智慧数字科技,简称
914401065937484197,广东新禾智慧数字科技有限公司,广东新禾道信息科技有限公司,曾用名
914401065937484197,广东新禾智慧数字科技有限公司,广州新禾道信息科技有限公司,曾用名
91440300MAEF8TYN33,深圳书宁云翎科技(集团)有限公司,深圳书宁云翎科技(集团)有限公司,标准名
91440300MAEF8TYN33,深圳书宁云翎科技(集团)有限公司,书宁云翎科技(集团,简称
91440300MAEF8TYN33,深圳书宁云翎科技(集团)有限公司,深圳云翎低空科技有限责任公司,曾用名
91440300MAEF8TYN33,深圳书宁云翎科技(集团)有限公司,深圳云翎低空科技（集团）有限公司,曾用名
91440300051525288U,腾宇达低空产业发展(深圳)有限公司,腾宇达低空产业发展(深圳)有限公司,标准名
91440300051525288U,腾宇达低空产业发展(深圳)有限公司,腾宇达低空产业发展(深圳,简称
91440300051525288U,腾宇达低空产业发展(深圳)有限公司,南河庄文化旅游发展（深圳）有限公司,曾用名
91440300051525288U,腾宇达低空产业发展(深圳)有限公司,深圳市豫西贸易有限公司,曾用名
91440300063889652E,深圳市资智通文化科技有限公司,深圳市资智通文化科技有限公司,标准名
91440300063889652E,深圳市资智通文化科技有限公司,资智通文化科技,简称
91440300063889652E,深圳市资智通文化科技有限公司,深圳市资智通教育培训有限公司,曾用名
91440101MA5CLHEG82,玖禾(广东)孵化器有限公司,玖禾(广东)孵化器有限公司,标准名
91440101MA5CLHEG82,玖禾(广东)孵化器有限公司,玖禾(广东)孵化器,简称
91440300MA5F4JEA4E,万基泰科工集团(深圳)有限公司,万基泰科工集团(深圳)有限公司,标准名
91440300MA5F4JEA4E,万基泰科工集团(深圳)有限公司,万基泰科工集团(深圳,简称
91440300MAE9L9KN5D,深圳旷世天鹭低空科技产业管理有限公司,深圳旷世天鹭低空科技产业管理有限公司,标准名
91440300MAE9L9KN5D,深圳旷世天鹭低空科技产业管理有限公司,旷世天鹭低空科技产业管理,简称
91440300MAEDD1RXXB,中恒(深圳)低空产业投资发展有限公司,中恒(深圳)低空产业投资发展有限公司,标准名
91440300MAEDD1RXXB,中恒(深圳)低空产业投资发展有限公司,中恒(深圳)低空产业投资发展,简称
91440300MA5ERQBY5G,玖禾(深圳)生态农业科技有限公司,玖禾(深圳)生态农业科技有限公司,标准名
91440300MA5ERQBY5G,玖禾(深圳)生态农业科技有限公司,玖禾(深圳)生态农业科技,简称
91440300MA5ERQBY5G,玖禾(深圳)生态农业科技有限公司,玖禾（深圳）科技发展有限公司,曾用名
91440300MAET455KX8,中飞智能低空产业基地发展(深圳)有限公司,中飞智能低空产业基地发展(深圳)有限公司,标准名
91440300MAET455KX8,中飞智能低空产业基地发展(深圳)有限公司,中飞智能低空产业基地发展(深圳,简称
91440400MA56ABA18L,御风未来飞行科技(广东)有限公司,御风未来飞行科技(广东)有限公司,标准名
91440400MA56ABA18L,御风未来飞行科技(广东)有限公司,御风未来飞行科技(广东,简称
91440400MA56ABA18L,御风未来飞行科技(广东)有限公司,御风未来飞行科技（珠海）有限公司,曾用名
91440300MA5G4UNT8C,中科科创(深圳)投资集团有限公司,中科科创(深圳)投资集团有限公司,标准名
91440300MA5G4UNT8C,中科科创(深圳)投资集团有限公司,中科科创(深圳)投资集团,简称
91440300MA5G4UNT8C,中科科创(深圳)投资集团有限公司,华中（深圳）非融资性担保有限公司,曾用名
91440300MA5G4UNT8C,中科科创(深圳)投资集团有限公司,国融联投跨境投资（深圳）集团有限公司,曾用名
91440115MAE82TDF5E,广东数智低空产业研究有限公司,广东数智低空产业研究有限公司,标准名
91440115MAE82TDF5E,广东数智低空产业研究有限公司,数智低空产业研究,简称
91440300MAE83H4WXC,大豫鸿运低空经济产业(深圳)有限公司,大豫鸿运低空经济产业(深圳)有限公司,标准名
91440300MAE83H4WXC,大豫鸿运低空经济产业(深圳)有限公司,大豫鸿运低空经济产业(深圳,简称
91440300MAEX9MMYXG,深圳市未来之星低空经济发展有限公司,深圳市未来之星低空经济发展有限公司,标准名
91440300MAEX9MMYXG,深圳市未来之星低空经济发展有限公司,未来之星低空经济发展,简称
91440300MAEX9MMYXG,深圳市未来之星低空经济发展有限公司,深圳市未来氢氢智能科技有限公司,曾用名
91440300MA5F0D355T,宇邦安国际防务科技(深圳)有限公司,宇邦安国际防务科技(深圳)有限公司,标准名
91440300MA5F0D355T,宇邦安国际防务科技(深圳)有限公司,宇邦安国际防务科技(深圳,简称
91440300MA5F0D355T,宇邦安国际防务科技(深圳)有限公司,深圳市大其教育科技有限公司,曾用名
91440300MA5D8NQ42H,深圳市昱熙基金管理有限公司,深圳市昱熙基金管理有限公司,标准名
91440300MA5D8NQ42H,深圳市昱熙基金管理有限公司,昱熙基金管理,简称
91440300MA5EC47Q25,广东鹏霄国际航空技术有限公司,广东鹏霄国际航空技术有限公司,标准名
91440300MA5EC47Q25,广东鹏霄国际航空技术有限公司,鹏霄国际航空技术,简称
91440300MA5EC47Q25,广东鹏霄国际航空技术有限公司,深圳陆善智能科技有限公司,曾用名
91440882MAE2YKQR0K,宇景低空(雷州)智能科技有限公司,宇景低空(雷州)智能科技有限公司,标准名
91440882MAE2YKQR0K,宇景低空(雷州)智能科技有限公司,宇景低空(雷州)智能科技,简称
91440300MA5EW8TA18,中亚天空(深圳)科技有限公司,中亚天空(深圳)科技有限公司,标准名
91440300MA5EW8TA18,中亚天空(深圳)科技有限公司,中亚天空(深圳)科技,简称
91440300MA5EW8TA18,中亚天空(深圳)科技有限公司,心合意（深圳）国际文化发展有限公司,曾用名
91440300MA5EW8TA18,中亚天空(深圳)科技有限公司,心合意（深圳）无人化系统技术有限公司,曾用名
91440882MAE32TBH4A,广东宇景低空智能科技有限公司,广东宇景低空智能科技有限公司,标准名
91440882MAE32TBH4A,广东宇景低空智能科技有限公司,宇景低空智能科技,简称
91441900314837663N,广东中原智付储能技术有限公司,广东中原智付储能技术有限公司,标准名
91441900314837663N,广东中原智付储能技术有限公司,中原智付储能技术,简称
91441900314837663N,广东中原智付储能技术有限公司,广东中原财富通支付有限公司,曾用名
91440300MA5G40336F,星球物联网科技(深圳)有限公司,星球物联网科技(深圳)有限公司,标准名
91440300MA5G40336F,星球物联网科技(深圳)有限公司,星球物联网科技(深圳,简称
91110111MA005D7X4B,深圳玖禾阳光投资有限公司,深圳玖禾阳光投资有限公司,标准名
91110111MA005D7X4B,深圳玖禾阳光投资有限公司,玖禾阳光投资,简称
91110111MA005D7X4B,深圳玖禾阳光投资有限公司,亿沃福（北京）投资有限公司,曾用名
91110111MA005D7X4B,深圳玖禾阳光投资有限公司,玖禾（北京）投资有限公司,曾用名
91440116MA59A97X8G,广州空天通讯技术服务有限公司,广州空天通讯技术服务有限公司,标准名
91440116MA59A97X8G,广州空天通讯技术服务有限公司,空天通讯技术服务,简称
91440300MA5DJ6TK6J,深圳市盛空科技有限公司,深圳市盛空科技有限公司,标准名
91440300MA5DJ6TK6J,深圳市盛空科技有限公司,盛空科技,简称
91440300MAEQ9775X5,深圳前海燚顺低空经济产业创新中心有限公司,深圳前海燚顺低空经济产业创新中心有限公司,标准名
91440300MAEQ9775X5,深圳前海燚顺低空经济产业创新中心有限公司,前海燚顺低空经济产业创新中心,简称
91440300MA5DHAUB9E,深圳市翼巡低空科技有限公司,深圳市翼巡低空科技有限公司,标准名
91440300MA5DHAUB9E,深圳市翼巡低空科技有限公司,翼巡低空科技,简称
91440300MA5DHAUB9E,深圳市翼巡低空科技有限公司,深圳市舜城鼎峰投资咨询有限公司,曾用名
91441802MADTX2Y5XG,广东低空科技发展有限公司,广东低空科技发展有限公司,标准名
91441802MADTX2Y5XG,广东低空科技发展有限公司,低空科技发展,简称
91440300MA5DR8F96E,深圳市微联星智科技有限公司,深圳市微联星智科技有限公司,标准名
91440300MA5DR8F96E,深圳市微联星智科技有限公司,微联星智科技,简称
91440300MAE7EU0U2U,深圳市神行低空出行有限公司,深圳市神行低空出行有限公司,标准名
91440300MAE7EU0U2U,深圳市神行低空出行有限公司,神行低空出行,简称
91440105MAEHMM50XJ,广州市海珠低空经济产业发展有限公司,广州市海珠低空经济产业发展有限公司,标准名
91440105MAEHMM50XJ,广州市海珠低空经济产业发展有限公司,海珠低空经济产业发展,简称
91441900MA54G8WX2Y,广东中天建设科技有限公司,广东中天建设科技有限公司,标准名
91441900MA54G8WX2Y,广东中天建设科技有限公司,中天建设科技,简称
91440300MAK1H2DH4K,深圳飞飞低空智能科技有限公司,深圳飞飞低空智能科技有限公司,标准名
91440300MAK1H2DH4K,深圳飞飞低空智能科技有限公司,飞飞低空智能科技,简称
91440300MADKPDL559,深圳市皓宇低空科技有限公司,深圳市皓宇低空科技有限公司,标准名
91440300MADKPDL559,深圳市皓宇低空科技有限公司,皓宇低空科技,简称
91440605MAE7PY5H9N,广东精维航空飞机维修有限公司,广东精维航空飞机维修有限公司,标准名
91440605MAE7PY5H9N,广东精维航空飞机维修有限公司,精维航空飞机维修,简称
91441302MAEQGWKU3N,广东惠州市广晟翔龙低空经济发展有限公司,广东惠州市广晟翔龙低空经济发展有限公司,标准名
91441302MAEQGWKU3N,广东惠州市广晟翔龙低空经济发展有限公司,惠州市广晟翔龙低空经济发展,简称
91440300MA5FG2FK1D,深圳华跃云鹏科技有限公司,深圳华跃云鹏科技有限公司,标准名
91440300MA5FG2FK1D,深圳华跃云鹏科技有限公司,华跃云鹏科技,简称
91440300MA5FG2FK1D,深圳华跃云鹏科技有限公司,深圳市华广云鹏科技有限公司,曾用名
91440300319512147W,深圳市喜悦智慧数据有限公司,深圳市喜悦智慧数据有限公司,标准名
91440300319512147W,深圳市喜悦智慧数据有限公司,喜悦智慧数据,简称
91441802MADWFRHQ62,清远旅云飞低空经济技术发展有限公司,清远旅云飞低空经济技术发展有限公司,标准名
91441802MADWFRHQ62,清远旅云飞低空经济技术发展有限公司,清远旅云飞低空经济技术发展,简称
91440300MAK0Y18U8Q,深圳市亿航东方低空经济产业私募股权投资基金合伙企业(有限合伙),深圳市亿航东方低空经济产业私募股权投资基金合伙企业(有限合伙),标准名
91440300MAK0Y18U8Q,深圳市亿航东方低空经济产业私募股权投资基金合伙企业(有限合伙),亿航东方低空经济产业私募股权投资基金合伙企业(有限合伙,简称
91440403MA54B10X2U,广东光海光伏建筑发展有限公司,广东光海光伏建筑发展有限公司,标准名
91440403MA54B10X2U,广东光海光伏建筑发展有限公司,光海光伏建筑发展,简称
91440400MA4WAGEK48,珠海光恒科技有限公司,珠海光恒科技有限公司,标准名
91440400MA4WAGEK48,珠海光恒科技有限公司,光恒科技,简称
91420111MA4KU4X662,软通智慧科技有限公司,软通智慧科技有限公司,标准名
91420111MA4KU4X662,软通智慧科技有限公司,软通智慧科技,简称
91440300MA5ECU911U,广东中维智泊停车服务有限公司,广东中维智泊停车服务有限公司,标准名
91440300MA5ECU911U,广东中维智泊停车服务有限公司,中维智泊停车服务,简称
91440300MA5ECU911U,广东中维智泊停车服务有限公司,广东华叶智泊科技有限公司,曾用名
91440101550593664J,中运科技股份有限公司,中运科技股份有限公司,标准名
91440101550593664J,中运科技股份有限公司,中运科技,简称
91440101550593664J,中运科技股份有限公司,广东中运传媒有限公司,曾用名
91440101550593664J,中运科技股份有限公司,广东中运传媒科技有限公司,曾用名
91440101550593664J,中运科技股份有限公司,广东中运传媒科技股份有限公司,曾用名
91440101550593664J,中运科技股份有限公司,广东闽商广告有限公司,曾用名
91440106MA9YCEK48X,广州鑫凌耀科技有限公司,广州鑫凌耀科技有限公司,标准名
91440106MA9YCEK48X,广州鑫凌耀科技有限公司,鑫凌耀科技,简称
91440300MAEBRARGXN,零界科技(深圳)有限责任公司,零界科技(深圳)有限责任公司,标准名
91440300MAEBRARGXN,零界科技(深圳)有限责任公司,零界科技(深圳,简称
91440300MAEBRARGXN,零界科技(深圳)有限责任公司,深圳市零界科技有限责任公司,曾用名
91440300MADFXNP223,鹏有(深圳)飞行科技有限公司,鹏有(深圳)飞行科技有限公司,标准名
91440300MADFXNP223,鹏有(深圳)飞行科技有限公司,鹏有(深圳)飞行科技,简称
91441900MAEKQ0Y25A,广东霄瞰低空智能科技有限公司,广东霄瞰低空智能科技有限公司,标准名
91441900MAEKQ0Y25A,广东霄瞰低空智能科技有限公司,霄瞰低空智能科技,简称
91440300MA5GM8DJ0J,中科(深圳)数字资本集团有限公司,中科(深圳)数字资本集团有限公司,标准名
91440300MA5GM8DJ0J,中科(深圳)数字资本集团有限公司,中科(深圳)数字资本集团,简称
91440300MA5GM8DJ0J,中科(深圳)数字资本集团有限公司,华瞻控股（深圳）集团有限公司,曾用名
91440300MA5GM8DJ0J,中科(深圳)数字资本集团有限公司,华瞻（深圳）数字投资集团有限公司,曾用名
91440300MA5EYAYG9U,深圳市德孚力奥科技有限公司,深圳市德孚力奥科技有限公司,标准名
91440300MA5EYAYG9U,深圳市德孚力奥科技有限公司,德孚力奥科技,简称
9144030033538400X2,深圳市倍联德实业有限公司,深圳市倍联德实业有限公司,标准名
9144030033538400X2,深圳市倍联德实业有限公司,倍联德实业,简称
91440003MAE5CRDL01,琴航(广东横琴)科技有限公司,琴航(广东横琴)科技有限公司,标准名
91440003MAE5CRDL01,琴航(广东横琴)科技有限公司,琴航(广东横琴)科技,简称
914403000589938852,深圳市大疆灵眸科技有限公司,深圳市大疆灵眸科技有限公司,标准名
914403000589938852,深圳市大疆灵眸科技有限公司,大疆灵眸科技,简称
914403000589938852,深圳市大疆灵眸科技有限公司,深圳市思开科技有限公司,曾用名
914403000589938852,深圳市大疆灵眸科技有限公司,深圳市雷炽科技有限公司,曾用名
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,标准名
914403007954257495,深圳市大疆创新科技有限公司,大疆创新科技,简称
91440300306077254B,深圳市道通智能航空技术股份有限公司,深圳市道通智能航空技术股份有限公司,标准名
91440300306077254B,深圳市道通智能航空技术股份有限公司,道通智能航空技术,简称
91440300306077254B,深圳市道通智能航空技术股份有限公司,深圳市道通智能航空技术有限公司,曾用名
91440300MA5FA4QL2L,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,标准名
91440300MA5FA4QL2L,丰翼科技(深圳)有限公司,丰翼科技(深圳,简称
914403003116581250,深圳联合飞机科技有限公司,深圳联合飞机科技有限公司,标准名
914403003116581250,深圳联合飞机科技有限公司,联合飞机科技,简称
91440300MA5G0YNU5T,美团科技有限公司,美团科技有限公司,标准名
91440300MA5G0YNU5T,美团科技有限公司,美团科技,简称
91440300687582704U,顺丰科技有限公司,顺丰科技有限公司,标准名
91440300687582704U,顺丰科技有限公司,顺丰科技,简称
91440300687582704U,顺丰科技有限公司,深圳市泰海科技有限公司,曾用名
91440300192317458F,比亚迪股份有限公司,比亚迪股份有限公司,标准名
91440300192317458F,比亚迪股份有限公司,比亚迪,简称
91440300192317458F,比亚迪股份有限公司,深圳市比亚迪实业有限公司,曾用名
914403001922038216,华为技术有限公司,华为技术有限公司,标准名
914403001922038216,华为技术有限公司,华为技术,简称
914403001922038216,华为技术有限公司,深圳市华为技术有限公司,曾用名
91440300279392266B,深圳市科卫泰实业发展有限公司,深圳市科卫泰实业发展有限公司,标准名
91440300279392266B,深圳市科卫泰实业发展有限公司,科卫泰实业发展,简称
914403007787549030,深圳市好盈科技股份有限公司,深圳市好盈科技股份有限公司,标准名
914403007787549030,深圳市好盈科技股份有限公司,好盈科技,简称
914403007787549030,深圳市好盈科技股份有限公司,深圳市好盈科技有限公司,曾用名
91440106593721849Y,广州极飞科技股份有限公司,广州极飞科技股份有限公司,标准名
91440106593721849Y,广州极飞科技股份有限公司,极飞科技,简称
91440106593721849Y,广州极飞科技股份有限公司,广州极飞科技有限公司,曾用名
91440106593721849Y,广州极飞科技股份有限公司,广州极飞电子科技有限公司,曾用名
91440106593721849Y,广州极飞科技股份有限公司,广州豆睿电子科技有限公司,曾用名
91440101MA59P95W94,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,标准名
91440101MA59P95W94,广州中科云图智能科技有限公司,中科云图智能科技,简称
91440106304742759X,广州亿航智能技术有限公司,广州亿航智能技术有限公司,标准名
91440106304742759X,广州亿航智能技术有限公司,亿航智能技术,简称
91440101MA9W1BQA5Y,广东汇天航空航天科技有限公司,广东汇天航空航天科技有限公司,标准名
91440101MA9W1BQA5Y,广东汇天航空航天科技有限公司,汇天航空航天科技,简称
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,标准名
91440000730486030B,广东电网有限责任公司,电网,简称
91440000730486030B,广东电网有限责任公司,广东电网公司,曾用名
91440000730486030B,广东电网有限责任公司,广东省广电集团有限公司,曾用名
91440101734916755P,广东电网有限责任公司广州供电局,广东电网有限责任公司广州供电局,标准名
91440101734916755P,广东电网有限责任公司广州供电局,电网有限责任公司广州供电局,简称
91440101734916755P,广东电网有限责任公司广州供电局,广东电网公司广州供电局,曾用名
91530000MA6MYLGN0A,南方电网通用航空服务有限公司,南方电网通用航空服务有限公司,标准名
91530000MA6MYLGN0A,南方电网通用航空服务有限公司,南方电网通用航空服务,简称
91530000MA6MYLGN0A,南方电网通用航空服务有限公司,云南新能通用航空有限公司,曾用名
91440115734926603P,广州市华科尔科技股份有限公司,广州市华科尔科技股份有限公司,标准名
91440115734926603P,广州市华科尔科技股份有限公司,华科尔科技,简称
91440115734926603P,广州市华科尔科技股份有限公司,广州市华科尔科技有限公司,曾用名
914404000684993620,珠海市双捷科技有限公司,珠海市双捷科技有限公司,标准名
914404000684993620,珠海市双捷科技有限公司,双捷科技,简称
91440400304050613H,珠海紫燕无人飞行器有限公司,珠海紫燕无人飞行器有限公司,标准名
91440400304050613H,珠海紫燕无人飞行器有限公司,紫燕无人飞行器,简称
91440400304050613H,珠海紫燕无人飞行器有限公司,珠海中通金域云数据信息技术有限公司,曾用名
91440402MA7F2J5E28,珠海安擎科技有限公司,珠海安擎科技有限公司,标准名
91440402MA7F2J5E28,珠海安擎科技有限公司,安擎科技,简称
91440606MA531XDX75,佛山顺德光启尖端装备有限公司,佛山顺德光启尖端装备有限公司,标准名
91440606MA531XDX75,佛山顺德光启尖端装备有限公司,顺德光启尖端装备,简称
91440605MA52DEJ91R,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,标准名
91440605MA52DEJ91R,佛山市南海区大数据投资建设有限公司,南海区大数据投资建设,简称
914419007385933083,广东电网有限责任公司东莞供电局,广东电网有限责任公司东莞供电局,标准名
914419007385933083,广东电网有限责任公司东莞供电局,电网有限责任公司东莞供电局,简称
914419007385933083,广东电网有限责任公司东莞供电局,广东省广电集团有限公司东莞供电分公司,曾用名
914419007385933083,广东电网有限责任公司东莞供电局,广东电网公司东莞供电局,曾用名
91440000190345797E,南方电网电力科技股份有限公司,南方电网电力科技股份有限公司,标准名
91440000190345797E,南方电网电力科技股份有限公司,南方电网电力科技,简称
91440000190345797E,南方电网电力科技股份有限公司,广东电科院能源技术有限责任公司,曾用名
91440000190345797E,南方电网电力科技股份有限公司,广东省广华实业进出口公司,曾用名
91440000190345797E,南方电网电力科技股份有限公司,广东广华实业进出口有限公司,曾用名
91440300319491403H,哈瓦国际航空技术(深圳)有限公司,哈瓦国际航空技术(深圳)有限公司,标准名
91440300319491403H,哈瓦国际航空技术(深圳)有限公司,哈瓦国际航空技术(深圳,简称
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团股份有限公司,标准名
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团,简称
91440300671877217N,深城交科技集团股份有限公司,深圳市奥宇节能技术股份有限公司,曾用名
91440300671877217N,深城交科技集团股份有限公司,深圳市奥宇控制系统有限公司,曾用名
91440300671877217N,深城交科技集团股份有限公司,深圳市城市交通规划设计研究中心有限公司,曾用名
91440300671877217N,深城交科技集团股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,曾用名
91440116MA59AB9P0B,亿航智能设备有限公司,亿航智能设备有限公司,标准名
91440116MA59AB9P0B,亿航智能设备有限公司,亿航智能设备,简称
91440116MA59AB9P0B,亿航智能设备有限公司,亿航智能设备(广州)有限公司,曾用名
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,专利申请人名
91440300306077254B,深圳市道通智能航空技术股份有限公司,深圳市道通智能航空技术股份有限公司,专利申请人名
914403000589938852,深圳市大疆灵眸科技有限公司,深圳市大疆灵眸科技有限公司,专利申请人名
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,专利申请人名
91440106593721849Y,广州极飞科技股份有限公司,广州极飞科技股份有限公司,专利申请人名
91440101734916755P,广东电网有限责任公司广州供电局,广东电网有限责任公司广州供电局,专利申请人名
91440101MA59P95W94,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,专利申请人名
91440300319512147W,深圳市喜悦智慧数据有限公司,深圳市喜悦智慧数据有限公司,专利申请人名
91440300671877217N,深城交科技集团股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,专利申请人名
914404000684993620,珠海市双捷科技有限公司,珠海市双捷科技有限公司,专利申请人名
91440116MA59AB9P0B,亿航智能设备有限公司,亿航智能设备(广州)有限公司,专利申请人名
91440300MA5FA4QL2L,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,专利申请人名
91440101MA9W1BQA5Y,广东汇天航空航天科技有限公司,广东汇天航空航天科技有限公司,专利申请人名
91440300MA5G0YNU5T,美团科技有限公司,美团科技有限公司,专利申请人名
914419007385933083,广东电网有限责任公司东莞供电局,广东电网有限责任公司东莞供电局,专利申请人名
914403003116581250,深圳联合飞机科技有限公司,深圳联合飞机科技有限公司,专利申请人名
91530000MA6MYLGN0A,南方电网通用航空服务有限公司,南方电网通用航空服务有限公司,专利申请人名
91440300192317458F,比亚迪股份有限公司,比亚迪股份有限公司,专利申请人名
91440106304742759X,广州亿航智能技术有限公司,广州亿航智能技术有限公司,专利申请人名
91440300306077254B,深圳市道通智能航空技术股份有限公司,深圳市道通智能航空技术有限公司,专利申请人名
914403001922038216,华为技术有限公司,华为技术有限公司,专利申请人名
91440106593721849Y,广州极飞科技股份有限公司,广州极飞科技有限公司,专利申请人名
91440300687582704U,顺丰科技有限公司,顺丰科技有限公司,专利申请人名
91440400304050613H,珠海紫燕无人飞行器有限公司,珠海紫燕无人飞行器有限公司,专利申请人名
91440300279392266B,深圳市科卫泰实业发展有限公司,深圳市科卫泰实业发展有限公司,专利申请人名
91440115734926603P,广州市华科尔科技股份有限公司,广州市华科尔科技股份有限公司,专利申请人名
91440402MA7F2J5E28,珠海安擎科技有限公司,珠海安擎科技有限公司,专利申请人名
914401065937484197,广东新禾智慧数字科技有限公司,广东新禾道信息科技有限公司,专利申请人名
914403007787549030,深圳市好盈科技股份有限公司,深圳市好盈科技股份有限公司,专利申请人名
91440300MADFQJH81G,深圳市智源万联科技有限公司,深圳市智源万联科技有限公司,专利申请人名
91440000190345797E,南方电网电力科技股份有限公司,南方电网电力科技股份有限公司,专利申请人名
91440605MA52DEJ91R,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,专利申请人名
91440606MA531XDX75,佛山顺德光启尖端装备有限公司,佛山顺德光启尖端装备有限公司,专利申请人名
91440300319491403H,哈瓦国际航空技术(深圳)有限公司,哈瓦国际航空技术(深圳)有限公司,专利申请人名
91440400MA4UQCBU13,珠海天晴航空航天科技有限公司,珠海天晴航空航天科技有限公司,专利申请人名
