主导申请人名称,统一社会信用代码,申请人城市,当前权利人,专利数,IPC主分类号数,首次申请年份,最近申请年份,主体类型判断,是否广东样本城市,是否头部关键词命中,推荐补录优先级,补录建议
青岛哈尔滨工程大学创新发展中心,12370200MB2813179G,青岛,青岛哈尔滨工程大学创新发展中心,5,5,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
龙岩学院,12350800490708393A,龙岩,龙岩学院,5,5,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
上海发电设备成套设计研究院有限责任公司,91310112133308156G; 911505007438743312; 911505007332663405,上海,上海发电设备成套设计研究院有限责任公司; 内蒙古霍煤鸿骏铝电有限责任公司; 内蒙古电投能源股份有限公司,5,4,2023,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
东北大学秦皇岛分校,12130300402470291D,秦皇岛,东北大学秦皇岛分校,5,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中兵无人机研究院有限公司,91110114MA04CBAA1W,北京,中兵无人机研究院有限公司,5,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国农业科学院农业信息研究所,12100000400001950C,北京,中国农业科学院农业信息研究所,5,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子科技集团公司电子科学研究院,12100000400013775Q,北京,中国电子科技集团公司电子科学研究院,5,4,2018,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院软件研究所,121000004000123696,北京,中国科学院软件研究所,5,4,2022,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国航天科工集团第二研究院,,北京,中国航天科工集团第二研究院,5,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国融通集团第六十研究所,,南京,中国融通集团第六十研究所,5,4,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
交通运输部天津水运工程科学研究所,121000004012462200,天津,交通运输部天津水运工程科学研究所,5,4,2021,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京市农林科学院信息技术研究中心,12110000400643849J,北京,北京市农林科学院信息技术研究中心,5,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南京拓攻自动驾驶技术研究院有限公司,91320115MA2227360T,南京,南京拓攻自动驾驶技术研究院有限公司,5,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
哈尔滨工业大学(深圳),12440300MB2C762027,深圳,哈尔滨工业大学(深圳),5,4,2020,2022,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
国网江西省电力有限公司电力科学研究院,91360111MA35JFGC18; 9111000071093123XX,南昌,国网江西省电力有限公司电力科学研究院; 国家电网有限公司,5,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山东省国土测绘院,12370000F51457819J,济南,山东省国土测绘院,5,4,2021,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
常州大学,12320000466007300P,常州,常州大学,5,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
广西民族大学,124500004985066494,南宁,广西民族大学,5,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
延安大学,126100004364513209,延安,延安大学,5,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
新疆农业大学,12650000457601586N,乌鲁木齐,新疆农业大学,5,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
沈阳大学,12210100410578227Y,沈阳,沈阳大学,5,4,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
重庆市规划和自然资源调查监测院,12500000450385307J,重庆,重庆市规划和自然资源调查监测院,5,4,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
青岛农业大学,123700004955735200,青岛,青岛农业大学,5,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国人民解放军陆军航空兵学院,,北京,中国人民解放军陆军航空兵学院,5,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国农业科学院农业资源与农业区划研究所,12100000400010670X,北京,中国农业科学院农业资源与农业区划研究所,5,3,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子信息产业集团有限公司第六研究所,,北京,中国电子信息产业集团有限公司第六研究所,5,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京理工大学,12100000400009127B; 12500112MB1756299U,北京,北京理工大学; 北京理工大学重庆创新中心,5,3,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江富余,,佛山,江富余,5,3,2023,2024,其他组织,是,否,P3-非企业主体,建议人工判断是否纳入
河南省地质局矿产资源勘查中心,,郑州,河南省地质局矿产资源勘查中心,5,3,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
济南市勘察测绘研究院,91370102493000526A,济南,济南市勘察测绘研究院,5,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
深圳市人工智能与机器人研究院,12440300MB2D262225,深圳,深圳市人工智能与机器人研究院,5,3,2022,2023,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
温州大学,12330300792065186A,温州,温州大学,5,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
湖南工业大学,124300004451753645,株洲,湖南工业大学,5,3,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
石家庄铁道大学,12130000401761003G,石家庄,石家庄铁道大学,5,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
绍兴文理学院,12330600471322006J,绍兴,绍兴文理学院,5,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
郑州科技学院,52410000514559039T,郑州,郑州科技学院,5,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
青岛科技大学,12370000427600064Q,青岛,青岛科技大学,5,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
上海电机学院,12310000425006758J,上海,上海电机学院,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
上海船舶电子设备研究所(中国船舶集团有限公司第七二六研究所),,上海,上海船舶电子设备研究所(中国船舶集团有限公司第七二六研究所),4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
东华理工大学,123600004926107794,抚州,东华理工大学,4,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
东南大学,12100000466006770Q;,南京,东南大学; 北京京航计算通讯研究所,4,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国人民武装警察部队士官学校,,杭州,中国人民武装警察部队士官学校,4,4,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
中国人民解放军63891部队,,洛阳,中国人民解放军63891部队,4,4,2023,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
中国人民解放军空军军医大学,,西安,中国人民解放军空军军医大学,4,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国农业科学院农田灌溉研究所,12100000417088140U,新乡,中国农业科学院农田灌溉研究所,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国北方车辆研究所,12100000400852739D,北京,中国北方车辆研究所,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子科技集团公司第七研究所,,广州,中国电子科技集团公司第七研究所,4,4,2022,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子科技集团公司第十五研究所,,北京,中国电子科技集团公司第十五研究所,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子科技集团公司第十四研究所,,南京,中国电子科技集团公司第十四研究所,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电建集团中南勘测设计研究院有限公司,91430000444885356Q,长沙,中国电建集团中南勘测设计研究院有限公司,4,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电建集团贵阳勘测设计研究院有限公司,9152000070966703X2,贵阳,中国电建集团贵阳勘测设计研究院有限公司,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国石油大学(北京),12100000400006110Y,北京,中国石油大学(北京),4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院、水利部成都山地灾害与环境研究所,121000004000127728,成都,中国科学院、水利部成都山地灾害与环境研究所,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院东北地理与农业生态研究所,1210000060510008X7,长春,中国科学院东北地理与农业生态研究所,4,4,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院新疆生态与地理研究所,12100000457610909Q,乌鲁木齐,中国科学院新疆生态与地理研究所,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院深圳先进技术研究院,121000007178261921,深圳,中国科学院深圳先进技术研究院,4,4,2022,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院自动化研究所,12100000400010945B;,北京,中国科学院自动化研究所; 中国航空工业集团公司成都飞机设计研究所,4,4,2023,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国能源建设集团广东省电力设计研究院有限公司,91440000455857967J,广州,中国能源建设集团广东省电力设计研究院有限公司,4,4,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
中国航发湖南动力机械研究所,,株洲,中国航发湖南动力机械研究所,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国航天科工飞航技术研究院(中国航天海鹰机电技术研究院),,北京,中国航天科工飞航技术研究院(中国航天海鹰机电技术研究院),4,4,2022,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国船舶科学研究中心,121000004000008197,无锡,中国船舶科学研究中心,4,4,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
中电科芜湖通用航空产业技术研究院有限公司,91340200321651605X; 91340221085211877X,芜湖,中电科芜湖通用航空产业技术研究院有限公司; 中电科芜湖钻石飞机制造有限公司,4,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
井冈山大学,12360000492390024X,吉安,井冈山大学,4,4,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
兰州石化职业技术大学,,兰州,兰州石化职业技术大学,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京计算机技术及应用研究所,,北京,北京计算机技术及应用研究所,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北方民族大学,121000004552502099,银川,北方民族大学,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
华东理工大学,12100000425010757A,上海,华东理工大学,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),,武汉,华中光电技术研究所(中国船舶集团有限公司第七一七研究所),4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
华北科技学院(中国煤矿安全技术培训中心),12100000H52627482X,北京,华北科技学院(中国煤矿安全技术培训中心),4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南京工业职业技术大学,12320000426090824D,南京,南京工业职业技术大学,4,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南京航空航天大学,12100000466006826U; 913201007162691799,南京,南京航空航天大学; 朗坤智慧科技股份有限公司,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南通理工学院,12320000724161141N,南通,南通理工学院,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
厦门大学嘉庚学院,12350000754994216W,漳州,厦门大学嘉庚学院,4,4,2018,2019,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
吉林农业科技学院,12220000412656663D,吉林,吉林农业科技学院,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
哈尔滨工业大学,12100000400000456B; 91230103MAC1CF8D3B,哈尔滨,哈尔滨工业大学; 哈尔滨擎天智能科技有限责任公司,4,4,2023,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
嘉兴大学,12330000470009050B,嘉兴,嘉兴大学,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
四川天府新区厦大创新研究院,,成都,四川天府新区厦大创新研究院,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
大唐东北电力试验研究院有限公司,912201010976299980,长春,大唐东北电力试验研究院有限公司,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
天津职业技术师范大学(中国职业培训指导教师进修中心),12120000401359540B,天津,天津职业技术师范大学(中国职业培训指导教师进修中心),4,4,2021,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
太原科技大学,12140000405747014D,太原,太原科技大学,4,4,2018,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
宁波诺丁汉大学,1233000077647510XG,宁波,宁波诺丁汉大学,4,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山东大学,12100000495570303U;,济南,山东大学; 中国电子科技集团公司第五十四研究所,4,4,2023,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
山东省地质测绘院,1237000049557016XH,济南,山东省地质测绘院,4,4,2023,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
山东航天电子技术研究所,,烟台,山东航天电子技术研究所,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
广东人工智能与先进计算研究院,12440000MB2D1829X7,广州,广东人工智能与先进计算研究院,4,4,2024,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
广东开放大学(广东理工职业学院),1244000045586186XJ,中山,广东开放大学(广东理工职业学院),4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
昆明学院,125301006787089504,昆明,昆明学院,4,4,2017,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
曲阜师范大学,1237000049554288XJ,日照,曲阜师范大学,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
杭州师范大学,12330100470103303W,杭州,杭州师范大学,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏农林职业技术学院,12320000466002163P; 91321183MA21Y6X897,镇江,江苏农林职业技术学院; 镇江惠宁农信息科技有限公司,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏开普勒导航技术研究院有限公司,91320311MAD0RYPD6X,徐州,江苏开普勒导航技术研究院有限公司,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
河南工业大学,12410000415806196P,郑州,河南工业大学,4,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
河南省科学院空天信息研究所,; 12410000415801918Y,郑州,河南省科学院空天信息研究所; 河南省科学院,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
浙江工商大学,123300004700090180,杭州,浙江工商大学,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
福建理工大学,12350000746375087E,福州,福建理工大学,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
航天科工集团智能科技研究院有限公司,91110000MABN17FB82,北京,航天科工集团智能科技研究院有限公司,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
西北工业大学,12100000435231705W;,西安,西北工业大学; 上海卫星工程研究所,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
西北工业大学太仓长三角研究院,12320585MB1782024B,苏州,西北工业大学太仓长三角研究院,4,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
西安应用光学研究所,916100009205236641,西安,西安应用光学研究所,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
西安电子工程研究所,916100002205216920,西安,西安电子工程研究所,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
西安电子科技大学,121000004352307294;,西安,西安电子科技大学; 中国电子科技集团公司第五十四研究所,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
西安航天精密机电研究所,,西安,西安航天精密机电研究所,4,4,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
辽宁大学,12210000463002192A,沈阳,辽宁大学,4,4,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
郑州轻工业大学,124100004158045960,郑州,郑州轻工业大学,4,4,2021,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
长春理工大学,12220000412756090P; 12500112MB1E472094,长春,长春理工大学; 长春理工大学重庆研究院,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
陕西省林业科学院,12610000MB29525668,西安,陕西省林业科学院,4,4,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
陶文英,,北京,陶文英,4,4,2015,2019,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
黑龙江八一农垦大学,12233100414110461F,大庆,黑龙江八一农垦大学,4,4,2019,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
齐鲁理工学院,52370000MJD637346T,济南,齐鲁理工学院,4,4,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国华能集团清洁能源技术研究院有限公司,9111000071782666XW; 915300007194494905,北京,中国华能集团清洁能源技术研究院有限公司; 华能澜沧江水电股份有限公司,4,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国地质科学院地球物理地球化学勘查研究所,12100000401997817N,天津,中国地质科学院地球物理地球化学勘查研究所,4,3,2020,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京无线电计量测试研究所,,北京,北京无线电计量测试研究所,4,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
南京邮电大学,123200004260908590; 91330110MA27W1XX49,南京,南京邮电大学; 杭州昊舜视讯科技有限公司,4,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
国网河南省电力公司电力科学研究院,91410103785056724A,郑州,国网河南省电力公司电力科学研究院,4,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
天津仁爱学院,52120000MJ0506668G,天津,天津仁爱学院,4,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
天津津航计算技术研究所,,天津,天津津航计算技术研究所,4,3,2022,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
安徽工程大学,123400004851217071,芜湖,安徽工程大学,4,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
广东省农业科学院植物保护研究所,12440000455862950L,广州,广东省农业科学院植物保护研究所,4,3,2024,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
广东省科学院广州地理研究所,124400004558569647; 12440000MB2D11258F,广州,广东省科学院广州地理研究所; 南方海洋科学与工程广东省实验室(广州),4,3,2022,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
廖世奎,,武汉,武汉一宇一飞一新能源科技发展有限公司,4,3,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
杭州涿溪脑与智能研究所,52330100MJ8771204N,杭州,杭州涿溪脑与智能研究所,4,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏蓝鲸智慧空间研究院有限公司,91320191MA1X1MPM34,南京,江苏蓝鲸智慧空间研究院有限公司,4,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
浙江省海洋水产养殖研究所,,温州,浙江省海洋水产养殖研究所,4,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
航空工业信息中心,,北京,航空工业信息中心,4,3,2020,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
西华师范大学,12510000452189617W,南充,西华师范大学,4,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
青岛大学,12370000495571728M,青岛,青岛大学,4,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
丽水学院,123325004722606600,丽水,丽水学院,4,2,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
兰州交通大学,12620000438140606L,兰州,兰州交通大学,4,2,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
广西壮族自治区农业科学院,124500004985049346,南宁,广西壮族自治区农业科学院,4,2,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
江苏信息职业技术学院,123200004660128637,无锡,江苏信息职业技术学院,4,2,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中兵智能创新研究院有限公司,91110106MA7H5M9J58,北京,中兵智能创新研究院有限公司,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国人民解放军32181部队,,西安,中国人民解放军32181部队,3,3,2024,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
中国人民解放军海军指挥学院,,南京,中国人民解放军海军指挥学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国人民解放军空军指挥学院,,北京,中国人民解放军空军指挥学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国兵器科学研究院,,北京,中国兵器科学研究院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国农业科学院农业基因组研究所,12100000MB0459524H; 12440300088261482M,深圳,中国农业科学院农业基因组研究所; 中国农业科学院深圳农业基因组研究所(岭南现代农业科学与技术广东省实验室深圳分中心),3,3,2024,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
中国地质调查局廊坊自然资源综合调查中心,12100000MB1F97290E,廊坊,中国地质调查局廊坊自然资源综合调查中心,3,3,2023,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
中国水产科学研究院南海水产研究所,121000004554156162,广州,中国水产科学研究院南海水产研究所,3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
中国消防救援学院,12100000MB1H835447,北京,中国消防救援学院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国煤炭地质总局勘查研究总院,12100000717802342T,北京,中国煤炭地质总局勘查研究总院,3,3,2023,2024,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
中国电力科学研究院有限公司,91110000400007201W; 9111000071093123XX,北京,中国电力科学研究院有限公司; 国家电网有限公司,3,3,2018,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子产品可靠性与环境试验研究所((工业和信息化部电子第五研究所)(中国赛宝实验室)),121000004558608245,广州,中国电子产品可靠性与环境试验研究所((工业和信息化部电子第五研究所)(中国赛宝实验室)),3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子科技集团公司第三十研究所,,成都,中国电子科技集团公司第三十研究所,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国电子科技集团公司第四十一研究所,91340300MA2N5MPD4T,青岛,中国电子科技集团公司第四十一研究所,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院上海微系统与信息技术研究所,12100000425006790C,上海,中国科学院上海微系统与信息技术研究所,3,3,2022,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院力学研究所,1210000040001222XA,北京,中国科学院力学研究所,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院国家空间科学中心,12100000400012430W,北京,中国科学院国家空间科学中心,3,3,2020,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院大学,12100000400000579C,北京,中国科学院大学,3,3,2020,2023,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院微小卫星创新研究院,12100000MB19676785; 123100004250139318,上海,中国科学院微小卫星创新研究院; 上海微小卫星工程中心,3,3,2021,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院沈阳应用生态研究所,12100000400012289J,沈阳,中国科学院沈阳应用生态研究所,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国科学院遗传与发育生物学研究所,12100000400012326Q,北京,中国科学院遗传与发育生物学研究所,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
中国船舶重工集团公司第七一三研究所,91410100712675452H,郑州,中国船舶重工集团公司第七一三研究所,3,3,2019,2022,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
云南农业大学,1253000043120331X7,昆明,云南农业大学,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
人工智能与数字经济广东省实验室(深圳),; 124403004557453164,深圳,人工智能与数字经济广东省实验室(深圳); 深圳大学,3,3,2023,2024,高校/科研机构,是,否,P3-非企业主体,建议单独建产学研合作主体库
余姚市浙江大学机器人研究中心,12330281MB1483040B; 12100000470095016Q,宁波,余姚市浙江大学机器人研究中心; 浙江大学,3,3,2021,2022,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
兰州大学,12100000438001702R,兰州,兰州大学,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
冯江,,哈尔滨,冯江; 钱秋羽,3,3,2016,2016,其他组织,否,否,P3-非企业主体,建议人工判断是否纳入
刘俊,,深圳,刘俊,3,3,2023,2024,其他组织,是,否,P3-非企业主体,建议人工判断是否纳入
北京中科光析科学技术研究所山东分所,; ; 91110108051395276E; 91110102693244066K,济南,北京中科光析科学技术研究所山东分所; 北京前沿科学技术研究院; 北京中科光析科学技术研究所; 北检(北京)检测技术研究院,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京交通大学,1210000040088209X1;,北京,北京交通大学; 中国电子科技集团公司第五十四研究所,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京建筑大学,12110000400687868D; 91110115MA004AJD3J,北京,北京建筑大学; 北京智弘通达科技有限公司,3,3,2024,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
北京特种机械研究所,,北京,北京特种机械研究所,3,3,2023,2024,高校/科研机构,否,否,P3-非企业主体,建议单独建产学研合作主体库
