公司名称,统一社会信用代码,成立日期,所属城市,所属区县,注册地址,曾用名,经营范围,企业(机构)类型,天眼评分,企业标准名,企业简称,企业类型标签,成立年份分层,样本标记,样本分层标签,产业链环节,产业链判定依据,企业规模,参保人数,法定代表人,登记状态,注册资本,实缴资本,官网,企业简介,数据来源
零界科技（深圳）有限责任公司,91440300MAEBRARGXN,2025-02-25,深圳市,南山区,深圳市南山区南山街道南山社区华联商务中心T3栋写字楼701,深圳市零界科技有限责任公司,一般经营项目：智能无人飞行器制造；智能无人飞行器销售；智能机器人销售；服务消费机器人销售；智能机器人的研发；信息系统集成服务；人工智能行业应用系统集成服务；导航、测绘、气象及海洋专用仪器销售；人工智能应用软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；航空运营支持服务；数据处理和存储支持服务；工业机器人安装、维修；导航、测绘、气象及海洋专用仪器制造；电子产品销售；软件销售；人工智能基础软件开发；网络与信息安全软件开发；地理遥感信息服务；人工智能通用应用系统；人工智能理论与算法软件开发；人工智能基础资源与技术平台；网络技术服务；卫星遥感数据处理；卫星遥感应用系统集成；智能控制系统集成；信息系统运行维护服务；业务培训（不含教育培训、职业技能培训等需取得许可的培训）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：无。,有限责任公司（法人独资）,77,零界科技(深圳)有限责任公司,零界科技(深圳,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、测绘、遥感,,,,存续,,,,,天眼查关键词企业
鹏有（深圳）飞行科技有限公司,91440300MADFXNP223,2024-04-15,深圳市,光明区,深圳市光明区凤凰街道东坑社区光明凤凰广场3栋1201,-,一般经营项目：物联网技术服务；航空运营支持服务；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程管理服务；智能无人飞行器销售；互联网销售（除销售需要许可的商品）；智能机器人销售；人工智能硬件销售；机械设备租赁；机械零件、零部件销售；工程和技术研究和试验发展；特种设备销售；软件销售；软件开发；人工智能基础软件开发；人工智能应用软件开发；人工智能理论与算法软件开发；航空运输货物打包服务；卫星导航服务；卫星通信服务；信息系统集成服务；数据处理和存储支持服务；集成电路设计；互联网数据服务；地理遥感信息服务；通讯设备修理；航空运输设备销售；航空商务服务；货物进出口；技术进出口；民用航空材料销售；人工智能通用应用系统；运输设备租赁服务；租赁服务（不含许可类租赁服务）；旅客票务代理；数字内容制作服务（不含出版发行）；广告设计、代理；电子专用材料销售；合成材料销售；电子产品销售；集成电路销售；集成电路芯片及产品销售；电子专用材料研发；国内贸易代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：通用航空服务；民用机场运营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,74,鹏有(深圳)飞行科技有限公司,鹏有(深圳)飞行科技,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、遥感、系统集成,,,,存续,,,,,天眼查关键词企业
广东霄瞰低空智能科技有限公司,91441900MAEKQ0Y25A,2025-05-21,东莞市,东莞市,广东省东莞市大岭山镇大岭山金山二街12号101室,-,一般项目：数字技术服务；智能机器人的研发；人工智能公共服务平台技术咨询服务；人工智能行业应用系统集成服务；智能无人飞行器销售；航空运输设备销售；航空运营支持服务；航空运输货物打包服务；航空商务服务；民用航空材料销售；石油制品销售（不含危险化学品）；信息系统集成服务；社会经济咨询服务；信息技术咨询服务；管道运输设备销售；有色金属合金制造；有色金属合金销售；非金属矿及制品销售；高性能有色金属及合金材料销售；金属矿石销售；金属材料销售；金属制品销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：燃气经营；通用航空服务；特种设备安装改造修理。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,其他有限责任公司,73,广东霄瞰低空智能科技有限公司,霄瞰低空智能科技,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、系统集成,,,,存续,,,,,天眼查关键词企业
中科（深圳）数字资本集团有限公司,91440300MA5GM8DJ0J,2021-03-03,深圳市,南山区,深圳市南山区粤海街道高新区社区科技南八路2号豪威科技大厦1178,华瞻控股（深圳）集团有限公司，华瞻（深圳）数字投资集团有限公司,一般经营项目：开展企业信用管理、评估和咨询服务；信用风险管理平台软件的技术开发；接受银行、合法机构委托对信贷逾期户及信用卡透支户进行电话催收服务；从事担保业务(不含融资性担保)；与担保业务有关的咨询服务；投资兴办实业(具体项目另行申报);文化项目投资、新能源项目投资、健康产业项目投资、林业项目投资、医疗养老项目投资、农业技术开发项目投资、影视项目投资、教育项目投资(以上具体项目另行申报)；物联网、工业互联网及相关软件技术、信息传输技术、计算机软硬件技术、计算机系统集成技术、人工智能化技术、云计算技术的开发、技术转让、技术咨询、技术服务;大数据技术、5G技术、一卡通技术、智能管理系统的研发与推广应用；计算机软硬件的研发及销售;区块链技术开发与应用；数字积分系统的开发;数字安全技术开发;数字货币信息技术服务;计算机信息安全及加密产品设计、技术开发、技术咨询;数字货币的技术开发与推广服务；投资咨询；电子产品、建材、机械设备、农产品的批发与销售；供应链管理及相关配套业务；应收账款管理与电话催收;应收账款管理外包服务;受托代收代缴欠款；资产评估;房地产经纪业务;房地产开发;房地产信息咨询；物业管理;汽车租赁;汽车销售;会议会展服务;教育咨询;经济信息咨询、财务管理咨询、商务信息咨询；企业管理咨询;市场信息咨询与调查；从事广告业务；经营电子商务;国内贸易;货物及技术进出口(法律、行政法规禁止的项目除外)。许可经营项目：第二类增值电信业务中的呼叫中心业务和信息服务业务。接受银行及第三方合法机构委托从事信息技术外包、业务流程外包、知识流程外包以及人力资源外包服务;,有限责任公司（法人独资）,73,中科(深圳)数字资本集团有限公司,中科(深圳)数字资本集团,投资发展类,2020-2022,否,,中游,系统集成,,,,存续,,,,,天眼查关键词企业
深圳市德孚力奥科技有限公司,91440300MA5EYAYG9U,2018-01-12,深圳市,坪山区,深圳市坪山区龙田街道竹坑社区翠景路37号坪山城投智园C栋C1101,-,一般经营项目：安防设备的设计、开发、销售；电子网络产品的开发、系统集成与销售；电线电缆的销售；经营电子商务；电子巡更设备、门禁控制系统、网络工程设备、楼宇智能设施的销售；家具、家用五金工具、家居用品及其他相关产品的销售；人脸识别系统技术研发、销售；电子、通信与自动控制技术的设计、开发、上门安装；智能机器系统技术咨询；安全技术防范系统及产品的设计、上门维修；智能化安装工程技术咨询；智能机器系统、智能机器、消防设备、网络设备的销售；航空电子设备、自动控制设备、无人驾驶航空器、智能机器人、飞行器、有人驾驶飞机、直升机、拍摄器材的研发、销售、租赁及相关配套业务；无线电数据传输系统、电子元器件、计算机软件应用的技术开发、销售；软件技术信息咨询；教育信息咨询；国内贸易；货物及技术进出口。（不涉及国营贸易管理商品，涉及配额、许可证管理及其他专项规定管理的商品，按国家有关规定办理申请）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：第二类增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,79,深圳市德孚力奥科技有限公司,德孚力奥科技,服务平台类,2010-2019,否,,中游,飞行器、航空、航空器、系统集成、控制系统,,,,存续,,,,,天眼查关键词企业
深圳市倍联德实业有限公司,9144030033538400X2,2015-05-07,深圳市,龙岗区,深圳市龙岗区坂田街道南坑社区雅宝路1号星河WORLDF栋大厦901906B-913,-,一般经营项目：计算机与服务器软件硬件技术开发、销售、技术咨询、技术服务、技术转让；销售自行开发后的产品、计算机、软件及辅助设备； 计算机网络设备、计算机及服务器配件周边设备的销售，上门维护与维修；计算机系统集成，智能系统软件的技术研发；国内贸易，从事货物及技术的进出口业务。安全技术防范系统设计施工服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：计算机、服务器、存储及安防设备技术研发、组装、测试、销售与售后。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,83,深圳市倍联德实业有限公司,倍联德实业,服务平台类,2010-2019,否,,中游,系统集成,,,,存续,,,,,天眼查关键词企业
琴航（广东横琴）科技有限公司,91440003MAE5CRDL01,2024-12-05,珠海市,香洲区,珠海市横琴新区环岛北路2515号2单元708-2,-,一般项目：软件开发；人工智能基础软件开发；集成电路设计；信息系统集成服务；智能控制系统集成；信息技术咨询服务；科技中介服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息咨询服务（不含许可类信息咨询服务）；数据处理和存储支持服务；计算机系统服务；数字技术服务；会议及展览服务（出国办展须经相关部门审批）；互联网数据服务；互联网销售（除销售需要许可的商品）；物联网应用服务；物联网设备销售；物联网技术服务；物联网设备制造；互联网设备销售；电力电子元器件制造；电力电子元器件销售；电子产品销售；计算机软硬件及辅助设备零售；电子元器件零售；电子元器件批发；电子元器件与机电组件设备销售；机械零件、零部件加工；机械零件、零部件销售；金属制品销售；金属链条及其他金属制品销售；金属链条及其他金属制品制造；机械设备销售；塑料制品销售；电线、电缆经营；紧固件销售；轴承、齿轮和传动部件销售；五金产品零售；五金产品批发；五金产品制造；金属材料销售；电子、机械设备维护（不含特种设备）；普通机械设备安装服务；社会经济咨询服务；专业设计服务；工业设计服务；广告发布；广告设计、代理；广告制作；以自有资金从事投资活动；市场营销策划；国内贸易代理；货物进出口；技术进出口；进出口代理；企业管理；二手车经纪；机动车鉴定评估；汽车零配件批发；汽车零配件零售；智能无人飞行器制造；智能无人飞行器销售；工业自动控制系统装置销售；工业控制计算机及系统销售；新能源汽车电附件销售；新能源汽车换电设施销售；新能源汽车整车销售；机动车修理和维护；橡胶制品销售；建筑装饰材料销售；建筑材料销售；日用品批发；日用品销售；针纺织品及原料销售；针纺织品销售；单用途商业预付卡代理销售；办公设备销售；办公设备耗材销售；通信设备销售；供应链管理服务；工程和技术研究和试验发展；教育咨询服务（不含涉许可审批的教育培训活动）；翻译服务；人力资源服务（不含职业中介活动、劳务派遣服务）；企业管理咨询；非居住房地产租赁；物业管理；因私出入境中介服务；票务代理服务；国内货物运输代理；汽车销售；航空运输设备销售；民用航空材料销售；船舶租赁；娱乐船和运动船销售；建筑工程用机械销售；轨道交通工程机械及部件销售；第一类医疗器械销售；第二类医疗器械销售；电气设备销售；电气信号设备装置销售；机械电气设备销售；终端测试设备销售；电子测量仪器销售；特种设备销售；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；农副产品销售；食用农产品零售；保健食品（预包装）销售；包装专用设备销售；包装材料及制品销售；复印和胶印设备销售；食品进出口；食用农产品批发；化工产品销售（不含许可类化工产品）；砼结构构件销售；水泥制品销售；建筑砌块销售；轻质建筑材料销售；非金属矿及制品销售；专用化学产品销售（不含危险化学品）；有色金属合金销售；高性能有色金属及合金材料销售；金属矿石销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：网络文化经营；互联网信息服务；第二类增值电信业务；广播电视节目制作经营；城市配送运输服务（不含危险货物）；道路货物运输（网络货运）；食品销售；人防工程防护设备销售；食品互联网销售；民用航空器维修；Ⅱ、Ⅲ类射线装置销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,其他有限责任公司,79,琴航(广东横琴)科技有限公司,琴航(广东横琴)科技,投资发展类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、航空器、系统集成,,,,存续,,,,,天眼查关键词企业
深圳市大疆灵眸科技有限公司,914403000589938852,2012-12-13,深圳市,南山区,深圳市南山区西丽街道西丽社区仙元路55号大疆天空之城T1-23F-S11,深圳市思开科技有限公司;深圳市大疆灵眸科技有限公司;深圳市雷炽科技有限公司,影像设备及相关配套软件的技术开发及销售；从事计算机信息科技领域内的技术开发、技术转让、技术咨询、技术服务；展览展示服务；会务服务；电子设备、自动化控制设备、数码影像设备及相关零附件、计算机、软件及辅助设备（除计算机信息系统安全专用产品）的批发；无人机及相关软件及配件的技术开发、销售、租赁及批发；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。^,有限责任公司,,深圳市大疆灵眸科技有限公司,大疆灵眸科技,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|中专利,中游,无人机,中型,25,赵岩崇,存续,51000万人民币,30000万人民币,-,深圳市大疆灵眸科技有限公司 (曾用名：深圳市雷炽科技有限公司) ，成立于2012年，大疆创新成员，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本51000万人民币，超过了99%的广东省同行，实缴资本30000万人民币。,天眼查补录30家
深圳市大疆创新科技有限公司,914403007954257495,2006-11-06,深圳市,南山区,深圳市南山区西丽街道西丽社区仙元路53号大疆天空之城T2大堂,,一般经营项目：航空电子设备、自动控制设备、无人驾驶航空器、无线电数据传输系统、电子元器件、计算机软件的生产（由分公司经营）及其应用的技术开发、批发、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其他专项规定管理的商品，按国家有关规定办理申请）；软件技术信息咨询；教育信息咨询。智能机器人的研发；机械设备研发。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：无。,有限责任公司（台港澳法人独资）,,深圳市大疆创新科技有限公司,大疆创新科技,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|高专利,中游,航空、航空器,大型,5965,罗镇华,存续,3000万人民币,3000万人民币,https://store.dji.com/cn,深圳市大疆创新科技有限公司，成立于2006年，大疆创新成员，位于广东省深圳市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本3000万人民币，超过了97%的广东省同行，实缴资本3000万人民币，并已于2018年完成了战略融资，交易金额10亿美元。,天眼查补录30家
深圳市道通智能航空技术股份有限公司,91440300306077254B,2014-05-29,深圳市,南山区,深圳市前海深港合作区南山街道桂湾五路128号基金小镇基金9米商业平台29-24（一照多址企业）,深圳市道通智能航空技术有限公司,一般经营项目：民用航空电子设备、自动控制设备、民用无人驾驶航空器、无线电数据传输系统、拍摄装备、摄像机产品、电子元器件、计算机软件应用的技术开发、批发；经营进出口业务；软件技术信息咨询; 房屋租赁，物业管理，水电暖供应，通信管网出租及维护。智能无人飞行器制造；智能无人飞行器销售；信息技术咨询服务。租赁服务（不含许可类租赁服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：民用航空电子设备、自动控制设备、民用无人驾驶航空器、无线电数据传输系统、拍摄装备、摄像机产品、电子元器件、计算机软件的生产 。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,其他股份有限公司(非上市),,深圳市道通智能航空技术股份有限公司,道通智能航空技术,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|高专利,中游,飞行器、航空、智能无人飞行器、航空器,大型,0,成转鹏,存续,36557.5425万人民币,15908.3536万人民币,https://www.autelrobotics.com,深圳市道通智能航空技术股份有限公司 (曾用名：深圳市道通智能航空技术有限公司) ，成立于2014年，道通科技成员，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本36557.5425万人民币，超过了99%的广东省同行，实缴资本15908.3536万人民币，并已于2021年完成了Pre-IPO。,天眼查补录30家
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,2018-08-31,深圳市,宝安区,深圳市宝安区航城街道草围社区深圳机场航站四路1111号顺丰华南转运中心综合楼六层,,一般经营项目：计算机软件研发；系统集成的技术转让，技术咨询，技术服务；销售电子产品；无人机研发、销售、租赁及上门维修，经营进出口业务（以上法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。软件开发；信息系统集成服务；电子产品销售；智能无人飞行器销售；智能输配电及控制设备销售；人工智能行业应用系统集成服务；人工智能应用软件开发；人工智能硬件销售；智能机器人的研发；智能物料搬运装备销售；工业机器人销售；仓储设备租赁服务；供应链管理服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：生产计算机软件；电子产品，无人机的生产。工业机器人安装、维修；普通货物仓储服务（不含危险化学品等需许可审批的项目）；工业机器人制造；智能无人飞行器制造；输配电及控制设备制造；通用航空服务；技术进出口；快递服务；民用航空器零部件设计和生产；民用航空器（发动机、螺旋桨）生产；汽车销售。第二类增值电信业务；民用航空器驾驶员培训。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,,丰翼科技(深圳)有限公司,丰翼科技(深圳,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|高专利,中游,无人机、飞行器、航空、智能无人飞行器、航空器,小型,135,冯黎,存续,4285.7144万人民币,4285.7144万人民币,http://www.fyuav.cn,丰翼科技（深圳）有限公司，成立于2018年，顺丰控股成员，位于广东省深圳市，是一家以从事铁路、船舶、航空航天和其他运输设备制造业为主的企业。企业注册资本4285.7144万人民币，超过了98%的广东省同行，实缴资本4285.7144万人民币，并已于2025年完成了股权转让。,天眼查补录30家
深圳联合飞机科技有限公司,914403003116581250,2014-09-23,深圳市,龙岗区,深圳市龙岗区园山街道大康社区联合飞机大厦2栋厂房101,,一般经营项目：计算机软件技术开发、技术转让、技术咨询、技术服务；计算机智能控制、计算机系统开发；机械设备租赁（不含行政许可的项目）；电子产品、计算机、软件及辅助设备、通讯设备、机械设备的销售；经营进出口业务；自有物业租赁。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；汽车零部件及配件制造；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；智能控制系统集成；信息系统集成服务；机械设备租赁；机械设备销售；电子产品销售；计算机软硬件及辅助设备零售；通讯设备修理；通讯设备销售；计算机及通讯设备租赁；机械设备研发；货物进出口；技术进出口；物业管理；非居住房地产租赁；住房租赁；集成电路设计；智能无人飞行器制造；智能无人飞行器销售；电池制造；电池销售；电池零配件生产；电池零配件销售；物联网设备制造；物联网设备销售；微特电机及组件制造；微特电机及组件销售；发电机及发电机组制造；发电机及发电机组销售；电机及其控制系统研发；电机制造；导航、测绘、气象及海洋专用仪器制造；导航、测绘、气象及海洋专用仪器销售；软件开发；电力电子元器件制造；电力电子元器件销售；智能车载设备制造；智能车载设备销售；农业机械制造；农业机械服务；农业机械销售；智能农机装备销售；智能农业管理；农作物病虫害防治服务；林业有害生物防治服务；智能机器人的研发；智能机器人销售；其他电子器件制造；仪器仪表修理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：无人直升机设计、研发、生产、制造；生产、加工计算机软件；仪器仪表维修。测绘服务；民用航空器（发动机、螺旋桨）生产；民用航空器维修；民用航空器零部件设计和生产；通用航空服务；道路机动车辆生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,,深圳联合飞机科技有限公司,联合飞机科技,产业运营类,2010-2019,是,深圳市|2010-2019|产业运营类|中专利,中游,飞行器、航空、智能无人飞行器、航空器、测绘,小型,134,田刚印,存续,881.715万人民币,667.3999万人民币,https://www.uatair.com,深圳联合飞机科技有限公司，成立于2014年，联合飞机成员，位于广东省深圳市，是一家以从事铁路、船舶、航空航天和其他运输设备制造业为主的企业。企业注册资本881.715万人民币，超过了89%的广东省同行，实缴资本667.3999万人民币，并已于2025年完成了E轮。,天眼查补录30家
美团科技有限公司,91440300MA5G0YNU5T,2019-12-25,深圳市,龙华区,深圳市龙华区民治街道北站社区汇隆商务中心2号楼1103,,一般经营项目：计算机软件技、网络技术研发。计算机系统集成；企业形象策划、展览展示策划、会务服务、企业管理咨询、商务信息咨询、经济信息咨询、市场营销策划（不含市场调查、社会调查、资信调查等国家限制类、禁止类项目）销售自行开发的软件产品;计算机硬件及其配套设备的批发、零售、佣金代理（不含拍卖）、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）;从事广告业务;供应链管理;普通货运。以上经营范围不含国家规定实施准入特别管理措施的项目，涉及备案许可资质的需取得相关证件后方可实际经营。许可经营项目：无。,有限责任公司（港澳台法人独资）,,美团科技有限公司,美团科技,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|中专利,中游,系统集成,大型,388,穆荣均,存续,30000万人民币,-,-,美团科技有限公司，成立于2019年，美团成员，位于广东省深圳市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本30000万人民币，超过了99%的广东省同行。,天眼查补录30家
顺丰科技有限公司,91440300687582704U,2009-04-07,深圳市,南山区,深圳市南山区学府路（以南）与白石路（以东）交汇处深圳市软件产业基地1栋B座6-13层,深圳市泰海科技有限公司,一般经营项目：从事网络技术、信息技术、电子产品技术的开发、技术服务、技术咨询、技术转让；计算机硬件开发与销售；企业形象策划、信息咨询;无人机研发、销售、租赁（不含限制项目），经营进出口业务；从事计算机软硬件的技术开发、销售自行开发的软件；计算机技术服务及信息咨询；计算机硬件的研发、销售；电子产品设计；运输设备、自动化设备、物流业设备、分拣设备、传输设备、数据通信设备、无线通信设备，微电子产品，系统集成工程，计算机及配套设备、终端设备及相关的设备的技术开发、销售及上门维修、技术咨询；房屋租赁；企业管理咨询；安检设备销售、租赁（以上根据法律、行政法规、国务院决定等规定需要审批的，依法取得相关审批文件后方可经营）。机械设备租赁；仓储设备租赁服务。道路货物运输站经营；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：运输设备，自动化设备，分拣设备，物流业设备，传输设备，数据通信设备、无线通信设备，微电子产品，系统集成工程，计算机及配套设备，终端设备及相关的设备的生产。经营增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司（法人独资）,,顺丰科技有限公司,顺丰科技,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|中专利,中游,无人机、系统集成,大型,2538,耿艳坤,存续,6000万人民币,6000万人民币,https://www.sf-tech.com.cn,顺丰科技有限公司 (曾用名：深圳市泰海科技有限公司) ，成立于2009年，顺丰控股成员，位于广东省深圳市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本6000万人民币，超过了99%的广东省同行，实缴资本6000万人民币。,天眼查补录30家
比亚迪股份有限公司,91440300192317458F,1995-02-10,深圳市,龙岗区,深圳市大鹏新区葵涌街道延安路一号,深圳市比亚迪实业有限公司,一般经营项目：无。许可经营项目：锂离子电池以及其他电池、充电器、电子产品、仪器仪表、柔性线路板、五金制品、液晶显示器、手机零配件、模具、塑胶制品及其相关附件的生产、销售；3D眼镜、GPS导航产品的研发、生产及销售；货物及技术进出口（不含分销、国家专营专控商品）；作为比亚迪汽车有限公司比亚迪品牌乘用车、电动车的总经销商，从事上述品牌的乘用车、电动车及其零部件的营销、批发和出口，提供售后服务；电池管理系统、换流柜、逆变柜/器、汇流箱、开关柜、储能机组的销售；汽车电子装置研发、销售；新能源汽车关键零部件研发以及上述零部件的关键零件、部件的研发、销售；轨道交通运输设备（含轨道交通车辆、工程机械、各类机电设备、电子设备及零部件、电子电气件、轨道交通信号系统、通信及综合监控系统与设备）的研发、设计、销售、租赁与售后服务（不涉及国营贸易管理商品，涉及配额、许可证管理及其他专项管理的商品，按国家有关规定办理申请）；轨道梁柱的研发、设计、销售；自有物业租赁（物业位于大鹏新区葵涌街道延安路一号比亚迪工业园内及龙岗区龙岗街道宝龙工业城宝荷路3001号比亚迪工业园内）；广告设计、制作、代理及发布；信息与技术咨询、技术服务。,股份有限公司（台港澳与境内合资，上市）,,比亚迪股份有限公司,比亚迪,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|高专利,下游,服务、交通,大型,2625,王传福,存续,911719.7565万人民币,-,https://www.bydglobal.com/en/index.html,比亚迪股份有限公司 (曾用名：深圳市比亚迪实业有限公司) ，成立于1995年，比亚迪成员，位于广东省深圳市，是一家以从事汽车制造业为主的企业。企业注册资本911719.7565万人民币，超过了99%的广东省同行，实缴资本911719.8万人民币，并已于2025年完成了定向增发，交易金额433.83亿港元。,天眼查补录30家
华为技术有限公司,914403001922038216,1987-09-15,深圳市,龙岗区,深圳市龙岗区坂田华为总部办公楼,深圳市华为技术有限公司,一般经营项目：程控交换机、传输设备、数据通信设备、宽带多媒体设备、电源、无线通信设备、微电子产品、软件、系统集成工程、计算机及配套设备、终端设备及相关通信信息产品、数据中心机房基础设施及配套产品（含供配电、空调制冷设备、智能管理监控等）的开发、生产、销售、技术服务、工程安装、维修、咨询、代理、租赁；信息系统设计、集成、运行维护；集成电路设计、研发；统一通信及协作类产品，服务器及配套软硬件产品，存储设备及相关软件的研发、生产、销售；无线数据产品（不含限制项目）的研发、生产、销售；通信站点机房基础设施及通信配套设备（含通信站点、通信机房、通信电源、机柜、天线、通信线缆、配电、智能管理监控、锂电及储能系统等）的研发、生产、销售；能源科学技术研究及能源相关产品的研发、生产、销售；大数据产品、物联网及通信相关领域产品的研发、生产、销售；汽车零部件及智能系统的研发、生产、销售及服务；建筑工程；设计、制作、发布、代理各类广告；通信设备租赁（不含限制项目）；培训服务；技术认证服务；信息咨询（不含限制项目）；企业管理咨询（不含限制项目）；进出口业务；国内商业、物资供销业业务（不含专营、专控、专卖商品）；对外经济技术合作业务；房屋租赁业务（持许可经营证）；以及其他法律法规不禁止的经营活动（依法须经批准的项目，经相关部门批准后方可开展经营活动）。许可经营项目：增值电信业务经营。,有限责任公司（法人独资）,,华为技术有限公司,华为技术,服务平台类,2010-2019,是,深圳市|2010-2019|服务平台类|高专利,中游,系统集成,大型,58435,赵明路,存续,4104113.182万人民币,4084113.182万人民币,-,华为技术有限公司 (曾用名：深圳市华为技术有限公司) ，成立于1987年，华为成员，位于广东省深圳市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本4104113.182万人民币，超过了100%的广东省同行，实缴资本4084113.182万人民币。,天眼查补录30家
深圳市科卫泰实业发展有限公司,91440300279392266B,1997-10-09,深圳市,宝安区,深圳市宝安区西乡鹤洲恒丰工业城C3栋二层,,一般经营项目：投资兴办实业（具体项目另行申报）；安全技术防范产品、无人驾驶航空器和微波通信产品的技术开发、销售、租赁、技术咨询服务；电脑周边设备及配件的销售；汽车销售；计算机软硬件产品开发、销售、系统集成；国内贸易，货物及技术进出口；应急救援、安全防护，电磁对抗、智能安防、生物识别、光学观察、侦察测绘、网络安全/攻防、信息保护设备的销售及技术服务；音视频编解码技术及5G应用的研发、销售及技术服务。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；电池制造；电池销售。业务培训（不含教育培训、职业技能培训等需取得许可的培训）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：安全技术防范产品、无人驾驶航空器和微波通信产品的工程安装及生产；音视频编解码技术及5G应用的生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,,深圳市科卫泰实业发展有限公司,科卫泰实业发展,投资发展类,2010-2019,是,深圳市|2010-2019|投资发展类|中专利,中游,航空、航空器、测绘、系统集成,小型,174,吕振义,存续,6835万人民币,4175万人民币,https://www.keweitai.com,深圳市科卫泰实业发展有限公司，成立于1997年，位于广东省深圳市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本6835万人民币，超过了97%的广东省同行，实缴资本4175万人民币，并已于2025年完成了战略融资，交易金额1.04亿人民币。,天眼查补录30家
